2016-06-06 21:41:41.000 procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
2016-06-06 21:41:41.000  r  b   swpd   free  inact active   si   so    bi    bo   in   cs us sy id wa st
2016-06-06 21:41:59.000 21  0      0   7552    628   3823    0    0     0   108 1205 41869 72 11 17  0  0
2016-06-06 21:42:00.000 16  0      0   7532    628   3842    0    0     0     0 1109 33474 80  9 11  0  0
2016-06-06 21:42:01.000 13  0      0   7532    628   3843    0    0     0     0 1203 42433 80 13  7  0  0
2016-06-06 21:42:02.000 17  0      0   7522    628   3852    0    0     0     0 1091 46287 70 13 17  0  0
2016-06-06 21:42:03.000 11  0      0   7565    628   3809    0    0     0     0 1184 49768 69 14 17  0  0
2016-06-06 21:42:04.000 15  0      0   7553    628   3822    0    0     0   128 1128 49983 63 14 23  0  0
2016-06-06 21:42:05.000  8  0      0   7577    628   3797    0    0     0     0 1209 62750 58 16 26  0  0
2016-06-06 21:42:06.000  6  0      0   7577    628   3797    0    0     0     0 1099 60117 52 17 31  0  0
2016-06-06 21:42:07.000  9  0      0   7525    628   3849    0    0     0     0 1190 59422 60 17 23  0  0
2016-06-06 21:42:08.000 19  0      0   7501    628   3873    0    0     0     0 1106 49653 69 14 17  0  0
2016-06-06 21:42:09.000 18  0      0   7490    628   3884    0    0     0    96 1208 45094 82 14  3  0  0
2016-06-06 21:42:10.000 17  0      0   7458    628   3916    0    0     0     0 1061 43445 76 15  9  0  0
2016-06-06 21:42:11.000 16  0      0   7457    628   3917    0    0     0     0 1218 52511 73 17  9  0  0
2016-06-06 21:42:12.000  9  0      0   7457    628   3917    0    0     0     0 1085 51631 67 16 18  0  0
2016-06-06 21:42:13.000 15  0      0   7569    628   3804    0    0     0     0 1227 54375 69 15 17  0  0
2016-06-06 21:42:14.000  2  0      0   7529    628   3844    0    0     0     0 1095 55934 64 16 21  0  0
2016-06-06 21:42:15.000 11  0      0   7568    628   3805    0    0     0   132 1254 53973 67 15 18  0  0
2016-06-06 21:42:16.000  7  0      0   7568    628   3805    0    0     0     0 1078 64548 58 18 24  0  0
2016-06-06 21:42:17.000  9  0      0   7568    628   3805    0    0     0     0 1221 64645 57 18 25  0  0
2016-06-06 21:42:18.000 14  0      0   7568    628   3805    0    0     0     0 1064 68034 57 19 24  0  0
2016-06-06 21:42:19.000 16  0      0   7568    628   3806    0    0     0     0 1226 62358 57 17 26  0  0
2016-06-06 21:42:20.000 14  0      0   7551    628   3824    0    0     0   124 1094 47733 74 16  9  0  0
2016-06-06 21:42:21.000 12  0      0   7550    628   3824    0    0     0     0 1225 50214 69 16 15  0  0
2016-06-06 21:42:22.000 16  0      0   7550    628   3824    0    0     0     0 1045 61066 63 18 19  0  0
2016-06-06 21:42:23.000 10  0      0   7551    628   3823    0    0     0     0 1225 67864 55 17 27  0  0
2016-06-06 21:42:24.000 15  0      0   7551    628   3823    0    0     0     0 1095 51154 66 16 18  0  0
2016-06-06 21:42:25.000  9  0      0   7550    628   3823    0    0     0   108 1229 59884 66 19 16  0  0
2016-06-06 21:42:26.000 21  0      0   7551    628   3823    0    0     0     0 1074 48269 72 16 12  0  0
2016-06-06 21:42:27.000 14  0      0   7551    628   3823    0    0     0     0 1249 51253 80 16  4  0  0
2016-06-06 21:42:28.000 25  0      0   7551    628   3823    0    0     0     0 1079 45873 77 16  7  0  0
2016-06-06 21:42:29.000  2  0      0   7550    628   3823    0    0     0     0 1281 48639 82 15  4  0  0
2016-06-06 21:42:30.000 15  0      0   7550    628   3823    0    0     0   196 1081 46451 80 16  4  0  0
2016-06-06 21:42:31.000 12  0      0   7550    628   3823    0    0     0     0 1341 54727 77 17  6  0  0
2016-06-06 21:42:32.000 15  0      0   7550    628   3824    0    0     0     0 1089 53875 69 17 14  0  0
2016-06-06 21:42:33.000 12  0      0   7550    628   3824    0    0     0     0 1231 63922 65 19 17  0  0
2016-06-06 21:42:34.000 16  0      0   7550    628   3824    0    0     0     0 1086 62128 57 18 25  0  0
2016-06-06 21:42:35.000 14  0      0   7550    628   3823    0    0     0   108 1218 68620 57 18 25  0  0
2016-06-06 21:42:36.000 13  0      0   7550    628   3823    0    0     0     0 1085 59747 56 16 29  0  0
2016-06-06 21:42:37.000 15  0      0   7551    628   3823    0    0     0     0 1221 51967 75 16  9  0  0
2016-06-06 21:42:38.000 21  0      0   7551    628   3823    0    0     0     0 1099 51622 67 16 17  0  0
2016-06-06 21:42:39.000 16  0      0   7551    628   3823    0    0     0     0 1223 54541 73 18  9  0  0
2016-06-06 21:42:40.000 13  0      0   7551    628   3822    0    0     0   108 1104 51914 69 16 15  0  0
2016-06-06 21:42:41.000  5  0      0   7551    628   3822    0    0     0     0 1206 64090 61 17 22  0  0
2016-06-06 21:42:42.000  8  0      0   7551    628   3822    0    0     0     0 1099 61032 61 17 22  0  0
2016-06-06 21:42:43.000 14  0      0   7551    628   3821    0    0     0     0 1204 62903 58 17 25  0  0
2016-06-06 21:42:44.000  9  0      0   7551    628   3821    0    0     0     0 1084 64866 58 17 24  0  0
2016-06-06 21:42:45.000  8  0      0   7551    628   3821    0    0     0   128 1228 63100 59 18 23  0  0
2016-06-06 21:42:46.000 12  0      0   7551    628   3822    0    0     0     0 1076 66087 59 18 22  0  0
2016-06-06 21:42:47.000 20  0      0   7551    628   3821    0    0     0     0 1224 48571 73 15 13  0  0
2016-06-06 21:42:48.000 19  0      0   7551    628   3821    0    0     0     0 1092 49835 77 17  7  0  0
2016-06-06 21:42:49.000  8  0      0   7551    628   3821    0    0     0     0 1204 57077 63 18 20  0  0
2016-06-06 21:42:50.000  9  0      0   7521    628   3851    0    0     0   128 1113 58829 63 18 19  0  0
2016-06-06 21:42:51.000 11  0      0   7552    628   3820    0    0     0     0 1214 62191 59 18 24  0  0
2016-06-06 21:42:52.000  5  0      0   7552    628   3820    0    0     0     0 1080 58747 53 16 30  0  0
2016-06-06 21:42:53.000  7  0      0   7552    628   3820    0    0     0     0 1229 65153 57 18 25  0  0
2016-06-06 21:42:54.000 10  0      0   7552    628   3820    0    0     0     0 1084 61218 55 16 29  0  0
2016-06-06 21:42:55.000 14  0      0   7552    628   3820    0    0     0   112 1210 67364 56 17 26  0  0
2016-06-06 21:42:56.000  9  0      0   7552    628   3820    0    0     0     0 1095 65234 57 18 25  0  0
2016-06-06 21:42:57.000  9  0      0   7553    628   3819    0    0     0     0 1202 64372 55 17 28  0  0
2016-06-06 21:42:58.000  7  0      0   7553    628   3819    0    0     0     0 1084 65835 58 18 25  0  0
2016-06-06 21:42:59.000 10  0      0   7553    628   3818    0    0     0   132 1210 62723 55 17 28  0  0
2016-06-06 21:43:00.000 12  0      0   7553    628   3818    0    0     0     0 1102 65798 58 18 24  0  0
2016-06-06 21:43:01.000 15  0      0   7553    628   3818    0    0     0     0 1193 62028 57 17 26  0  0
2016-06-06 21:43:02.000  4  0      0   7553    628   3818    0    0     0     0 1084 57654 63 17 20  0  0
2016-06-06 21:43:03.000  3  0      0   7551    628   3821    0    0     0     0 1145 47594 64 15 20  0  0
2016-06-06 21:43:04.000  3  0      0   7551    628   3821    0    0     0   120 1093 48719 59 14 27  0  0
2016-06-06 21:43:05.000  3  0      0   7551    628   3821    0    0     0    40 1153 47885 59 15 27  0  0
2016-06-06 21:43:06.000  3  0      0   7551    628   3821    0    0     0     0 1086 51487 58 16 26  0  0
2016-06-06 21:43:07.000  3  0      0   7551    628   3821    0    0     0     0 1171 49724 59 16 25  0  0
2016-06-06 21:43:08.000 10  0      0   7551    628   3821    0    0     0     0 1117 51703 57 16 27  0  0
2016-06-06 21:43:09.000  5  0      0   7551    628   3821    0    0     0   120 1155 55041 57 16 27  0  0
2016-06-06 21:43:10.000  3  0      0   7552    628   3820    0    0     0     0 1108 62487 55 16 29  0  0
2016-06-06 21:43:11.000  2  0      0   7552    628   3820    0    0     0     0 1167 61314 55 17 28  0  0
2016-06-06 21:43:12.000  5  0      0   7552    628   3820    0    0     0     0 1111 57081 61 16 23  0  0
2016-06-06 21:43:13.000  0  0      0   7554    628   3818    0    0     0     0 1184 54799 61 16 24  0  0
2016-06-06 21:43:14.000  4  0      0   7553    628   3819    0    0     0   112 1136 45338 60 15 25  0  0
2016-06-06 21:43:15.000  2  0      0   7553    628   3819    0    0     0     0 1154 52010 59 15 26  0  0
2016-06-06 21:43:16.000  0  0      0   7553    628   3819    0    0     0     0 1118 50540 57 15 28  0  0
2016-06-06 21:43:17.000  2  0      0   7553    628   3819    0    0     0     0 1141 48092 59 15 26  0  0
2016-06-06 21:43:18.000  4  0      0   7553    628   3818    0    0     0     0 1116 50285 58 16 26  0  0
2016-06-06 21:43:19.000  8  0      0   7553    628   3818    0    0     0   108 1152 49115 59 15 26  0  0
2016-06-06 21:43:20.000 14  0      0   7553    628   3818    0    0     0     0 1116 50618 58 15 27  0  0
2016-06-06 21:43:21.000 12  0      0   7553    628   3818    0    0     0     0 1148 46918 58 15 27  0  0
2016-06-06 21:43:22.000 12  0      0   7553    628   3818    0    0     0     0 1114 48237 60 16 24  0  0
2016-06-06 21:43:23.000 10  0      0   7553    628   3818    0    0     0     0 1144 52708 57 15 28  0  0
2016-06-06 21:43:24.000  8  0      0   7553    628   3818    0    0     0   120 1100 49412 59 16 25  0  0
