"F#TIME","R#000","R#001","R#002","R#003","R#004","R#005","R#006","R#007","R#008","R#009","R#010","R#011","R#012","R#013","R#014","R#015","R#016","R#017","R#018","R#019","R#020","R#021","R#022","R#023","R#024","R#025","R#026","R#027","R#028","R#029","R#030","R#031","R#032","R#033","R#034","R#035","R#036","R#037","R#038","R#039","R#040","R#041","R#042","R#043","R#044","R#045","R#046","R#047","R#048","R#049","R#050","R#051","R#052","R#053","R#054","R#055","R#056","R#057","R#058","R#059","R#060","R#061","R#062","R#063","R#064","R#065","R#066","R#067","R#068","R#069","R#070","R#071","R#072","R#073","R#074","R#075","R#076","R#077","R#078","R#079","R#080","R#081","R#082","R#083","R#084","R#085","R#086","R#087","R#088","R#089","R#090","R#091","R#092","R#093","R#094","R#095","R#096","R#097","R#098","R#099","R#100","R#101","R#102","R#103","R#104","R#105","R#106","R#107","R#108","R#109","R#110","R#111","R#112","R#113","R#114","R#115","R#116","R#117","R#118","R#119","R#120","R#121","R#122","R#123","R#124","R#125","R#126","R#127","R#128","R#129","R#130","R#131","R#132","R#133","R#134","R#135","R#136","R#137","R#138","R#139","R#140","R#141","R#142","R#143","R#144","R#145","R#146","R#147","R#148","R#149","R#150","R#151","R#152","R#153","R#154","R#155","R#156","R#157","R#158","R#159","R#160","R#161","R#162","R#163","R#164","R#165","R#166","R#167","R#168","R#169","R#170","Total","Z#TEST","Z#GTEST"
"2016-08-31 18:59:11.469","1475","63027","999493","5754967","9645635","9577629","4323128","619001","36861","369","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36855273","505000","37875000"
"2016-08-31 18:59:12.470","1496","63895","1013182","5833763","9774610","9691889","4382639","627482","37366","374","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37360174","505000","38380000"
"2016-08-31 18:59:13.466","1516","64762","1026871","5912508","9901510","9820554","4441596","635943","37870","379","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37826828","505000","38885000"
"2016-08-31 18:59:14.469","1536","65629","1040566","5991358","10033902","9969951","4500825","644400","38376","384","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38369976","505000","39390000"
"2016-08-31 18:59:15.486","1556","66495","1054256","6070984","10163228","10120791","4560480","653182","38882","389","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38863127","505000","39895000"
"2016-08-31 18:59:16.470","1576","67359","1067968","6148985","10292702","10247788","4619241","661364","39365","394","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39379356","505000","40400000"
"2016-08-31 18:59:17.473","1596","68222","1081754","6228212","10422271","10362435","4678851","669943","39891","399","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39885879","505000","40905000"
"2016-08-31 18:59:18.480","1616","69084","1095550","6307153","10549922","10476353","4737506","678520","40400","404","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40388574","505000","41410000"
"2016-08-31 18:59:19.477","1636","69947","1109134","6386273","10681172","10591100","4797342","686993","40906","409","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40896681","505000","41915000"
"2016-08-31 18:59:20.476","1657","70814","1122799","6465057","10811165","10705089","4856952","695486","41409","414","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41402282","505000","42420000"
"2016-08-31 18:59:21.470","1677","71670","1136389","6543402","10939760","10818415","4915353","703868","41915","419","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","","","","","","","","","","","","","","","","","","","","","","","","","","","41904083","505000","42925000"
"2016-08-31 18:59:22.477","1697","72532","1150282","6621915","11060798","10959501","4974344","712345","42422","424","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","","","","","","","","","","","","","","","","","","","","","","","","","","42377316","505000","43430000"
"2016-08-31 18:59:23.472","1717","73396","1163768","6701252","11198430","11096968","5033654","720846","42923","429","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","","","","","","","","","","","","","","","","","","","","","","","","42914185","505000","43935000"
"2016-08-31 18:59:24.476","1737","74257","1177466","6779706","11327350","11210509","5092867","729224","43406","435","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","","","","","","","","","","","","","","","","","","","","","","43417467","505000","44440000"
"2016-08-31 18:59:25.471","1757","75116","1191152","6858889","11456922","11324924","5152198","737796","43929","440","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","","","","","","","","","","","","","","","","","","","","43923287","505000","44945000"
"2016-08-31 18:59:26.472","1778","75978","1204935","6937934","11577362","11489110","5211420","746274","44440","445","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","","","","","","","","","","","","","","","","","","","44419740","505000","45450000"
"2016-08-31 18:59:27.474","1798","76844","1218532","7016682","11715810","11603280","5270571","754769","44946","450","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","","","","","","","","","","","","","","","","","44933389","505000","45955000"
"2016-08-31 18:59:28.473","1818","77707","1232411","7095680","11841063","11716962","5330099","763251","45450","455","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","","","","","","","","","","","","","","","45434375","505000","46460000"
"2016-08-31 18:59:29.469","1837","78570","1245902","7174342","11974117","11879161","5388718","771635","45911","460","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","","","","","","","","","","","","","","45939993","505000","46965000"
"2016-08-31 18:59:30.477","1858","79434","1259911","7252955","12104530","12037019","5449044","780208","46455","465","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","49880","","","","","","","","","","","","","46441099","505000","47470000"
"2016-08-31 18:59:31.469","1879","80298","1273304","7331578","12233417","12158971","5507456","788581","46961","470","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","49880","49900","49858","","","","","","","","","","","46951893","505000","47975000"
"2016-08-31 18:59:32.475","1900","81166","1286994","7410973","12362599","12300947","5566764","797162","47466","475","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","49880","49900","49858","49896","","","","","","","","","","47435320","505000","48480000"
"2016-08-31 18:59:33.473","1920","82033","1300582","7489322","12491662","12424212","5625524","805622","47970","480","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","49880","49900","49858","49896","49847","49818","","","","","","","","47947866","505000","48985000"
"2016-08-31 18:59:34.476","1940","82900","1314576","7568368","12621630","12551715","5685651","814080","48476","485","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","49880","49900","49858","49896","49847","49818","49900","49836","","","","","","48468096","505000","49490000"
"2016-08-31 18:59:35.468","1960","83766","1328067","7646999","12750930","12665414","5744011","822417","48982","490","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","49880","49900","49858","49896","49847","49818","49900","49836","49851","49891","","","","48971053","505000","49995000"
"2016-08-31 18:59:36.476","1980","84630","1341980","7725598","12881394","12813375","5804470","830943","49487","495","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","49817","49814","49900","49890","49841","49882","49848","49835","49900","49830","49852","49839","49900","49861","49865","49838","49820","49851","49900","49875","49841","49846","49900","49900","49808","49846","49808","49900","49819","49824","49900","49872","49861","49880","49900","49858","49896","49847","49818","49900","49836","49851","49891","49846","","","49462215","505000","50500000"
