"F#TIME","R#000","R#001","R#002","R#003","R#004","R#005","R#006","R#007","R#008","R#009","R#010","R#011","R#012","R#013","R#014","R#015","R#016","R#017","R#018","R#019","R#020","R#021","R#022","R#023","R#024","R#025","R#026","R#027","R#028","R#029","R#030","R#031","R#032","R#033","R#034","R#035","R#036","R#037","R#038","R#039","R#040","R#041","R#042","R#043","R#044","R#045","R#046","R#047","R#048","R#049","R#050","R#051","R#052","R#053","R#054","R#055","R#056","R#057","R#058","R#059","R#060","R#061","R#062","R#063","R#064","R#065","R#066","R#067","R#068","R#069","R#070","R#071","R#072","R#073","R#074","R#075","R#076","R#077","R#078","R#079","R#080","R#081","R#082","R#083","R#084","R#085","R#086","R#087","R#088","R#089","R#090","R#091","R#092","R#093","R#094","R#095","R#096","R#097","R#098","R#099","R#100","R#101","R#102","R#103","R#104","R#105","R#106","R#107","R#108","R#109","R#110","R#111","R#112","R#113","R#114","R#115","R#116","R#117","R#118","R#119","R#120","R#121","R#122","R#123","R#124","R#125","R#126","R#127","R#128","R#129","R#130","R#131","R#132","R#133","R#134","R#135","R#136","R#137","R#138","R#139","R#140","R#141","R#142","R#143","R#144","R#145","R#146","R#147","R#148","R#149","R#150","R#151","R#152","R#153","R#154","R#155","R#156","R#157","R#158","R#159","R#160","R#161","R#162","R#163","R#164","R#165","R#166","R#167","R#168","R#169","R#170","Total","Z#TEST","Z#GTEST"
"2016-08-31 18:58:38.469","808","34542","547725","3153426","5376048","5448169","2369155","339158","20200","202","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181185","505000","21210000"
"2016-08-31 18:58:39.469","828","35404","561312","3232245","5505105","5575431","2427992","347632","20706","207","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","46944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20695457","505000","21715000"
"2016-08-31 18:58:40.472","849","36272","575176","3311232","5635128","5691384","2487700","356228","21209","212","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21206643","505000","22220000"
"2016-08-31 18:58:41.468","869","37128","588766","3389873","5763973","5805245","2546403","364609","21715","217","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21709744","505000","22725000"
"2016-08-31 18:58:42.476","889","37990","602656","3469288","5893449","5919609","2605787","373187","22222","222","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22216045","505000","23230000"
"2016-08-31 18:58:43.471","909","38854","616246","3547625","6023073","6048706","2665201","381588","22723","227","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22685705","505000","23735000"
"2016-08-31 18:58:44.474","929","39715","629945","3626585","6152352","6198057","2724313","390165","23225","233","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23225647","505000","24240000"
"2016-08-31 18:58:45.471","949","40574","643527","3705568","6281399","6346277","2783439","398638","23729","238","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23714343","505000","24745000"
"2016-08-31 18:58:46.472","970","41436","657112","3784408","6411005","6475803","2842869","407014","24155","243","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24234764","505000","25250000"
"2016-08-31 18:58:47.471","990","42302","670909","3863353","6540514","6589828","2901920","415610","24746","248","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24739850","505000","25755000"
"2016-08-31 18:58:48.476","1010","43165","684787","3942158","6670373","6736080","2961940","424091","25250","253","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25228437","505000","26260000"
"2016-08-31 18:58:49.474","1030","44028","698480","4020716","6799507","6867911","3020563","432576","25754","258","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25749852","505000","26765000"
"2016-08-31 18:58:50.469","1050","44891","711986","4099537","6928016","6982042","3079690","440948","26255","263","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26253453","505000","27270000"
"2016-08-31 18:58:51.480","1071","45756","726079","4178260","7058812","7096527","3140201","449522","26761","268","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26761754","505000","27775000"
"2016-08-31 18:58:52.471","1092","46624","739370","4257249","7187257","7210414","3197912","457903","27266","273","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27263555","505000","28280000"
"2016-08-31 18:58:53.478","1112","47491","753158","4336096","7317316","7324344","3257371","466562","27770","278","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27769456","505000","28785000"
"2016-08-31 18:58:54.468","1132","48283","766854","4414651","7446149","7481091","3316094","474921","28276","283","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28265509","505000","29290000"
"2016-08-31 18:58:55.469","1152","49224","780542","4493576","7575107","7602389","3375853","483303","28782","288","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28777758","505000","29795000"
"2016-08-31 18:58:56.486","1172","50088","794357","4572577","7705913","7716770","3435809","491885","29287","293","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29285459","505000","30300000"
"2016-08-31 18:58:57.470","1192","50951","807843","4651599","7834128","7830974","3494025","500263","29791","298","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29788060","505000","30805000"
"2016-08-31 18:58:58.480","1212","51813","821840","4730737","7964424","7945613","3554179","508940","30300","303","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30296061","505000","31310000"
"2016-08-31 18:58:59.470","1232","52676","835123","4808961","8092627","8058923","3612416","517313","30806","308","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30796862","505000","31815000"
"2016-08-31 18:59:00.479","1253","53543","849088","4888643","8222989","8174062","3672227","526007","31309","313","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31305663","505000","32320000"
"2016-08-31 18:59:01.474","1273","54399","862578","4967185","8351951","8287306","3731027","534388","31815","318","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31808164","505000","32825000"
"2016-08-31 18:59:02.470","1293","55261","876268","5045502","8481051","8401128","3790112","542766","32322","323","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32311665","505000","33330000"
"2016-08-31 18:59:03.474","1313","56125","890057","5124437","8610883","8536287","3849927","551267","32823","328","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32788986","505000","33835000"
"2016-08-31 18:59:04.479","1333","56986","903656","5202994","8740016","8673744","3908637","559744","33325","334","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33316039","505000","34340000"
"2016-08-31 18:59:05.482","1349","57845","917638","5282276","8869735","8793397","3968368","568317","33829","339","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33828163","505000","34845000"
"2016-08-31 18:59:06.480","1374","58707","931124","5360821","8999763","8947829","4027794","576694","34340","344","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34323720","505000","35350000"
"2016-08-31 18:59:07.468","1394","59573","944621","5439309","9127829","9070880","4086244","585089","34846","349","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34834811","505000","35855000"
"2016-08-31 18:59:08.471","1414","60436","958498","5518868","9256188","9230185","4145569","593671","35350","354","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35335062","505000","36360000"
"2016-08-31 18:59:09.502","1434","61299","972091","5597930","9386342","9350221","4205188","602256","35852","359","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35847287","505000","36865000"
"2016-08-31 18:59:10.467","1454","62162","985799","5675947","9516058","9463230","4264117","610529","36355","364","49794","49827","49878","49811","49775","49889","49860","49818","49890","49823","49876","49891","49834","49900","49900","49824","49868","49887","49899","49900","49800","49816","49900","49897","49818","49848","49847","49811","49808","49843","49807","49900","49858","49859","49863","49885","49834","49900","49892","49897","49900","49852","49900","49840","49836","49818","49884","49857","49878","49846","49900","49822","49801","49900","49849","49899","49898","49845","49899","49844","49893","49865","49842","49851","49900","49900","49807","49737","49838","49877","49865","49879","49824","49857","49900","49845","49854","49897","49849","49898","49824","49831","49867","49868","49895","49817","49900","49867","49900","49866","49806","49882","49862","49842","49900","49877","49900","49852","49839","49856","49841","49874","49900","49847","49884","49900","49900","49860","49861","49886","49852","49900","49886","49871","49871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36350072","505000","37370000"
