"Settings Parameter"
""," ExecTime_60 [sec] DataPeriod_1000 [ms] DataType_Mount DataN_18300000  "
""," Server: N_1 Host_[localhost:2809]"
""," UserAgentN_10 Wait[ms]: Agent_100"
""," MsgQueueN_10 MaxMQLength_100 WindowSize_100 Wait[ms]: Queue_100 "
""," <ALL> TransactionTime:_62792 [ms]"
"Results Transaction Time"
""," (<Initialize> _96 [ms] <CreateAgent> _2273 [ms] <MainExec> _60423[ms])"
""
"Transaction Time","60423","[ms]"
""
" UserID","U#000","U#001","U#002","U#003","U#004","U#005","U#006","U#007","U#008","U#009"
" Transaction","1821500","1826200","1821500","1827300","1821400","1821400","1821400","1821400","1824000","1824800"
" ConnectionCount","1422","1450","1410","1560","1515","1336","1639","1388","1628","1274"
""
