05:57:16 procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
05:57:16  r  b   swpd   free  inact active   si   so    bi    bo   in   cs us sy id wa st
06:14:05  3  0      0   2623    233   1169    0    0     0    68 1026 1594  2  2 96  1  0
06:14:06  3  0      0   2623    233   1169    0    0     0     0 1003 1838  3  1 97  0  0
06:14:07  3  0      0   2623    233   1169    0    0     0     0 1026 1754  3  1 97  0  0
06:14:08  3  0      0   2623    233   1169    0    0     0     0 1011 1623  4  2 95  0  0
06:14:09  0  0      0   2623    233   1169    0    0     0     0 1021 1629  4  2 95  0  0
06:14:10  0  0      0   2623    233   1169    0    0     0   100 1007 1758  3  1 97  0  0
06:14:11  0  0      0   2623    233   1169    0    0     0     0 1021 1739  4  2 94  0  0
06:14:12  0  0      0   2623    233   1169    0    0     0     0 1002 1755  3  1 96  0  0
06:14:13  0  0      0   2623    233   1169    0    0     0     0 1020 1741  4  2 94  0  0
06:14:14  0  0      0   2623    233   1169    0    0     0     0 1002 1737  4  2 94  0  0
06:14:15  0  0      0   2623    233   1169    0    0     0    72 1027 1673  3  2 95  0  0
06:14:16  0  0      0   2623    233   1169    0    0     0     0 1002 1724  5  2 93  0  0
06:14:17  0  0      0   2623    233   1169    0    0     0     0 1015 1870  4  1 95  0  0
06:14:18  0  0      0   2623    233   1169    0    0     0     0 1001 1721  3  1 96  0  0
06:14:19  0  0      0   2623    233   1169    0    0     0     0 1021 1564  3  2 95  0  0
06:14:20  0  0      0   2623    233   1169    0    0     0    80 1006 2018  2  1 97  0  0
06:14:21  1  0      0   2623    233   1169    0    0     0     0 1020 1804  3  2 96  0  0
06:14:22  0  0      0   2623    233   1169    0    0     0     0 1001 1787  3  1 96  0  0
06:14:23  0  0      0   2623    233   1169    0    0     0     0 1035 1780  3  1 96  0  0
06:14:24  1  0      0   2623    233   1169    0    0     0     0 1004 1687  3  2 95  0  0
06:14:25  0  0      0   2623    233   1169    0    0     0   108 1029 1683  4  2 94  1  0
06:14:26  0  0      0   2623    233   1169    0    0     0     0 1001 1797  3  1 96  0  0
06:14:27  0  0      0   2623    233   1169    0    0     0     0 1022 1769  4  2 95  0  0
06:14:28  0  0      0   2623    233   1169    0    0     0     0 1002 1710  3  1 96  0  0
06:14:29  0  0      0   2623    233   1169    0    0     0     0 1021 1598  3  2 96  0  0
06:14:30  0  0      0   2623    233   1169    0    0     0    72 1006 1873  4  1 95  0  0
06:14:31  0  0      0   2623    233   1169    0    0     0     0 1021 1828  3  2 95  0  0
06:14:32  0  0      0   2623    233   1169    0    0     0     0 1004 1750  2  1 97  0  0
06:14:33  0  0      0   2623    233   1169    0    0     0     0 1022 1715  4  1 95  0  0
06:14:34  0  0      0   2623    233   1169    0    0     0     0 1004 1686  5  2 94  0  0
06:14:35  0  0      0   2623    233   1169    0    0     0    68 1023 1617  4  1 95  0  0
06:14:36  0  0      0   2623    233   1169    0    0     0     0 1002 1927  4  2 94  0  0
06:14:37  0  0      0   2623    233   1169    0    0     0     0 1021 1874  2  1 97  0  0
06:14:38  0  0      0   2623    233   1169    0    0     0     0 1002 1642  3  2 96  0  0
06:14:39  2  0      0   2623    233   1169    0    0     0     0 1021 1728  3  2 95  0  0
06:14:40  0  0      0   2623    233   1169    0    0     0    96 1006 1734  4  2 94  0  0
06:14:41  1  0      0   2623    233   1169    0    0     0     0 1023 1785  4  2 94  0  0
06:14:42  0  0      0   2623    233   1169    0    0     0     0 1003 1842  5  2 93  0  0
06:14:43  0  0      0   2623    233   1169    0    0     0     0 1022 1645  3  2 95  0  0
06:14:44  0  0      0   2623    233   1169    0    0     0     0 1002 1756  4  2 94  0  0
06:14:45  0  0      0   2623    233   1169    0    0     0    84 1025 1732  3  2 95  0  0
06:14:46  0  0      0   2623    233   1169    0    0     0     0 1001 1839  4  1 95  0  0
06:14:47  0  0      0   2623    233   1169    0    0     0     0 1018 1969  5  2 93  0  0
06:14:48  1  0      0   2623    233   1169    0    0     0     0 1001 1669  4  2 94  0  0
06:14:49  1  0      0   2623    233   1169    0    0     0     0 1020 1623  4  1 95  0  0
06:14:50  0  0      0   2623    233   1169    0    0     0    80 1007 1860  3  2 96  1  0
06:14:51  0  0      0   2623    233   1169    0    0     0     0 1022 1856  2  1 97  0  0
06:14:52  0  0      0   2623    233   1169    0    0     0     0 1002 1791  3  1 96  0  0
06:14:53  0  0      0   2623    233   1169    0    0     0     0 1034 1661  3  2 95  0  0
06:14:54  0  0      0   2623    233   1169    0    0     0     0 1001 1722  3  1 96  0  0
06:14:55  0  0      0   2623    233   1169    0    0     0    96 1025 1631  3  2 95  0  0
06:14:56  0  0      0   2623    233   1169    0    0     0     0 1002 1788  5  2 93  0  0
06:14:57  0  0      0   2623    233   1169    0    0     0     0 1022 1780  4  2 95  0  0
06:14:58  0  0      0   2623    233   1169    0    0     0     0 1003 1675  2  1 97  0  0
06:14:59  0  0      0   2623    233   1169    0    0     0     0 1022 1730  3  1 96  0  0
06:15:00  0  0      0   2623    233   1169    0    0     0   104 1015 1784  3  1 97  0  0
06:15:01  0  0      0   2623    233   1169    0    0     0     0 1022 1800  3  2 96  0  0
06:15:02  3  0      0   2623    233   1169    0    0     0     0 1001 1897  4  2 95  0  0
06:15:03  0  0      0   2623    233   1169    0    0     0     0 1021 1733  3  2 96  0  0
06:15:04  0  0      0   2623    233   1169    0    0     0     0 1002 1701  3  2 96  0  0
06:15:05  1  0      0   2623    233   1169    0    0     0    68 1025 1842  3  1 96  0  0
06:15:06  1  0      0   2623    233   1169    0    0     0     0 1001 1888  3  1 96  0  0
06:15:07  1  0      0   2623    233   1169    0    0     0     0 1021 1944  3  2 96  0  0
06:15:08  1  0      0   2623    233   1169    0    0     0     0 1016 1675  3  1 96  0  0
06:15:09  1  0      0   2623    233   1169    0    0     0     0 1021 1616  4  1 96  0  0
06:15:10  0  0      0   2623    233   1169    0    0     0    96 1007 1785  2  1 96  0  0
06:15:11  0  0      0   2623    233   1169    0    0     0     0 1021 1841  3  1 96  0  0
06:15:12  0  0      0   2623    233   1169    0    0     0     0 1001 1849  4  2 95  0  0
06:15:13  0  0      0   2623    233   1169    0    0     0     0 1019 1759  5  2 93  0  0
06:15:14  0  0      0   2623    233   1169    0    0     0     0 1002 1765  2  1 97  0  0
06:15:15  0  0      0   2623    233   1169    0    0     0    72 1024 1641  3  2 96  0  0
06:15:16  0  0      0   2623    233   1169    0    0     0     0 1001 1796  3  2 95  0  0
06:15:17  0  0      0   2622    233   1169    0    0     0     0 1019 1854  2  1 97  0  0
06:15:18  0  0      0   2622    233   1169    0    0     0     0 1001 1796  2  2 96  0  0
06:15:19  0  0      0   2622    233   1169    0    0     0     0 1021 1658  5  2 94  0  0
06:15:20  0  0      0   2622    233   1170    0    0     0    84 1007 2106  3  1 96  0  0
06:15:21  0  0      0   2622    233   1170    0    0     0     0 1020 1789  3  2 95  0  0
06:15:22  0  0      0   2622    233   1170    0    0     0     0 1002 1786  4  1 95  0  0
06:15:23  0  0      0   2622    233   1170    0    0     0     0 1031 1690  4  2 94  0  0
06:15:24  0  0      0   2622    233   1170    0    0     0     0 1004 1611  3  1 96  0  0
06:15:25  0  0      0   2622    233   1170    0    0     0    96 1025 1816  3  1 96  0  0
06:15:26  0  0      0   2622    233   1170    0    0     0     0 1002 1871  3  2 95  0  0
06:15:27  0  0      0   2622    233   1170    0    0     0     0 1023 1798  3  1 96  0  0
06:15:28  0  0      0   2622    233   1170    0    0     0     0 1003 1798  4  2 95  0  0
06:15:29  0  0      0   2622    233   1170    0    0     0     0 1021 1710  6  2 93  0  0
06:15:30  0  0      0   2622    233   1170    0    0     0    80 1007 1794  5  2 93  0  0
06:15:31  0  0      0   2622    233   1170    0    0     0     0 1021 1821  3  2 96  0  0
06:15:32  0  0      0   2622    233   1170    0    0     0     0 1002 1905  5  1 94  0  0
06:15:33  0  0      0   2622    233   1170    0    0     0     0 1022 1735  2  2 96  0  0
06:15:34  0  0      0   2622    233   1170    0    0     0     0 1003 1709  4  2 94  0  0
06:15:35  0  0      0   2622    233   1170    0    0     0   112 1032 1731  3  2 95  1  0
06:15:36  0  0      0   2622    233   1170    0    0     0     0 1002 1856  3  2 96  0  0
06:15:37  0  0      0   2622    233   1170    0    0     0     0 1021 1887  3  1 96  0  0
06:15:38  0  0      0   2622    233   1170    0    0     0     0 1007 1765  3  1 96  0  0
06:15:39  0  0      0   2622    233   1170    0    0     0     0 1030 1809  3  2 95  0  0
06:15:40  0  0      0   2622    233   1170    0    0     0    92 1007 1798  6  2 92  0  0
06:15:41  0  0      0   2622    233   1170    0    0     0     0 1020 1869  2  2 96  0  0
06:15:42  0  0      0   2622    233   1170    0    0     0     0 1002 1786  4  1 95  0  0
06:15:43  0  0      0   2622    233   1170    0    0     0     0 1021 1707  2  2 96  0  0
06:15:44  0  0      0   2622    233   1170    0    0     0     0 1002 1703  3  1 97  0  0
06:15:45  0  0      0   2622    233   1170    0    0     0    72 1024 1672  4  2 95  0  0
06:15:46  1  0      0   2622    233   1170    0    0     0     0 1004 1761  3  1 97  0  0
06:15:47  0  0      0   2622    233   1170    0    0     0     0 1020 1988  5  3 92  0  0
06:15:48  0  0      0   2622    233   1170    0    0     0     0 1002 1740  4  2 94  0  0
06:15:49  0  0      0   2622    233   1170    0    0     0     0 1020 1718  2  1 97  0  0
06:15:50  0  0      0   2622    233   1170    0    0     0    80 1006 1866  4  2 94  1  0
06:15:51  2  0      0   2622    233   1170    0    0     0     0 1021 1816  2  1 97  0  0
06:15:52  0  0      0   2622    233   1170    0    0     0     0 1002 1883  3  2 95  0  0
06:15:53  0  0      0   2622    233   1170    0    0     0     0 1022 1746  3  2 95  0  0
06:15:54  0  0      0   2622    233   1170    0    0     0     0 1016 1704  3  1 96  0  0
06:15:55  0  0      0   2622    233   1170    0    0     0   100 1026 1695  2  2 96  0  0
06:15:56  0  0      0   2622    233   1170    0    0     0     0 1002 1788  3  1 97  0  0
06:15:57  0  0      0   2622    233   1170    0    0     0     0 1021 1883  2  2 96  0  0
06:15:58  0  0      0   2622    233   1170    0    0     0     0 1002 1803  3  1 96  0  0
06:15:59  0  0      0   2622    233   1170    0    0     0     0 1021 1667  5  2 93  0  0
06:16:00  0  0      0   2622    233   1170    0    0     0    72 1006 1760  2  1 97  0  0
06:16:01  0  0      0   2622    233   1170    0    0     0     0 1021 1867  5  1 94  0  0
06:16:02  1  0      0   2622    233   1170    0    0     0     0 1003 1891  3  2 96  0  0
06:16:03  0  0      0   2622    233   1170    0    0     0     0 1022 1737  4  1 96  0  0
06:16:04  0  0      0   2622    233   1170    0    0     0     0 1002 1692  2  1 97  0  0
06:16:05  0  0      0   2622    233   1170    0    0     0    72 1025 1790  3  1 96  0  0
06:16:06  0  0      0   2622    233   1170    0    0     0     0 1002 1802  3  1 97  0  0
06:16:07  0  0      0   2622    233   1170    0    0     0     0 1020 1814  3  2 96  0  0
06:16:08  0  0      0   2622    233   1170    0    0     0     0 1002 1846  2  1 97  0  0
06:16:09  1  0      0   2622    233   1170    0    0     0     0 1034 1731  3  2 96  0  0
06:16:10  0  0      0   2622    233   1170    0    0     0   112 1009 1828  4  2 94  0  0
06:16:11  0  0      0   2622    233   1170    0    0     0     0 1022 1871  5  1 94  0  0
06:16:12  0  0      0   2622    233   1170    0    0     0     0 1002 1771  3  2 95  0  0
06:16:13  0  0      0   2622    233   1170    0    0     0     0 1022 1756  3  1 96  0  0
06:16:14  0  0      0   2622    233   1170    0    0     0     0 1002 1788  4  2 94  0  0
06:16:15  0  0      0   2622    233   1170    0    0     0    72 1025 1742  2  2 96  0  0
06:16:16  0  0      0   2622    233   1170    0    0     0     0  996 1796  3  1 97  0  0
06:16:17  0  0      0   2622    233   1170    0    0     0     0 1018 1944  3  2 96  0  0
06:16:18  0  0      0   2622    233   1170    0    0     0     0 1002 1711  4  2 94  0  0
06:16:19  0  0      0   2622    233   1170    0    0     0     0 1020 1786  3  2 96  0  0
06:16:20  0  0      0   2622    233   1170    0    0     0    80 1007 2052  3  2 95  1  0
06:16:21  0  0      0   2622    233   1170    0    0     0     0 1021 1835  3  1 96  0  0
06:16:22  0  0      0   2622    233   1170    0    0     0     0 1002 1886  2  1 97  0  0
06:16:23  2  0      0   2622    233   1170    0    0     0     0 1020 1778  3  1 96  0  0
06:16:24  3  0      0   2622    233   1170    0    0     0     0 1015 1774  3  2 96  0  0
06:16:25  0  0      0   2622    233   1170    0    0     0    96 1022 1749  4  1 95  0  0
06:16:26  0  0      0   2622    233   1170    0    0     0     0 1001 1879  3  1 96  0  0
06:16:27  0  0      0   2622    233   1170    0    0     0     0 1022 1899  3  1 96  0  0
06:16:28  0  0      0   2622    233   1170    0    0     0     0 1001 1918  3  2 95  0  0
06:16:30  0  0      0   2622    233   1170    0    0     0     0 1022 1797  4  1 95  0  0
06:16:31  0  1      0   2622    233   1170    0    0     0    16 1003 1835  3  1 95  1  0
06:16:32  0  0      0   2622    233   1170    0    0     0    60 1024 1897  3  2 95  1  0
06:16:33  0  0      0   2622    233   1170    0    0     0     0 1002 1871  4  1 95  0  0
06:16:34  0  0      0   2622    233   1170    0    0     0     0 1021 1773  3  2 96  0  0
06:16:35  0  0      0   2622    233   1170    0    0     0     0 1002 1798  4  2 95  0  0
06:16:36  0  0      0   2622    233   1170    0    0     0    72 1024 1776  2  2 96  0  0
06:16:37  0  0      0   2622    233   1170    0    0     0     0 1002 1910  2  1 97  0  0
06:16:38  0  0      0   2622    233   1170    0    0     0     0 1021 1936  3  2 95  0  0
06:16:39  0  0      0   2622    233   1170    0    0     0     0 1004 1768  3  2 95  0  0
06:16:40  0  0      0   2622    233   1170    0    0     0     0 1036 1947  6  2 92  0  0
06:16:41  0  0      0   2622    233   1170    0    0     0    92 1008 1789  4  2 94  0  0
06:16:42  0  0      0   2622    233   1170    0    0     0     0 1023 1808  4  2 95  0  0
06:16:43  0  0      0   2622    233   1170    0    0     0     0 1002 1887  3  1 97  0  0
06:16:44  0  0      0   2622    233   1170    0    0     0     0 1021 1714  3  1 96  0  0
06:16:45  0  0      0   2622    233   1170    0    0     0     0 1002 1758  3  1 96  0  0
06:16:46  0  0      0   2622    233   1170    0    0     0   108 1031 1736  3  1 96  0  0
06:16:47  0  0      0   2622    233   1170    0    0     0     0 1000 1888  2  1 97  0  0
06:16:48  0  0      0   2622    233   1170    0    0     0     0 1019 2020  3  2 95  0  0
06:16:49  1  0      0   2622    233   1170    0    0     0     0 1003 1815  3  2 96  0  0
06:16:50  0  0      0   2622    233   1170    0    0     0     0 1019 1738  4  1 96  0  0
06:16:51  0  0      0   2621    233   1170    0    0     0    80 1006 1851  5  2 94  0  0
06:16:52  0  0      0   2622    233   1170    0    0     0     0 1020 1805  3  1 96  0  0
06:16:53  0  0      0   2622    233   1170    0    0     0     0 1001 1818  3  2 96  0  0
06:16:54  0  0      0   2622    233   1170    0    0     0     0 1021 1929  4  1 95  0  0
06:16:55  1  0      0   2622    233   1170    0    0     0     0 1012 1766  4  1 95  0  0
06:16:56  0  0      0   2622    233   1170    0    0     0    96 1027 1814  3  1 96  1  0
06:16:57  1  0      0   2621    233   1170    0    0     0     0 1003 1875  3  1 96  0  0
06:16:58  0  0      0   2622    233   1170    0    0     0     0 1023 1949  2  2 96  0  0
06:16:59 12  0      0   2621    233   1170    0    0     0     0 1004 1753  4  2 94  0  0
06:17:00  3  0      0   2621    233   1170    0    0     0     0 1021 1848  4  1 96  0  0
06:17:01 10  0      0   2621    233   1170    0    0     0    80 1005 1933  3  2 96  0  0
06:17:02 13  0      0   2621    233   1170    0    0     0     0 1021 1841  3  1 96  0  0
06:17:03 14  0      0   2621    233   1170    0    0     0     0 1003 2028  3  2 95  0  0
06:17:04 13  0      0   2621    233   1170    0    0     0     0 1020 1620  3  1 97  0  0
06:17:05 14  0      0   2621    233   1170    0    0     0     0 1002 1560  5  2 94  0  0
06:17:06 10  0      0   2621    233   1170    0    0     0    76 1027 2066  5  2 93  0  0
06:17:07  6  0      0   2621    233   1170    0    0     0     0 1004 2066  3  1 97  0  0
06:17:08  5  0      0   2621    233   1170    0    0     0     0 1023 2101  3  1 96  0  0
06:17:09  2  0      0   2621    233   1170    0    0     0     0 1003 1896  3  1 96  0  0
06:17:10  1  0      0   2621    233   1170    0    0     0     0 1020 1830  2  1 97  0  0
06:17:11 10  0      0   2622    233   1170    0    0     0    92 1020 1353  4  2 95  0  0
06:17:12 14  0      0   2622    233   1170    0    0     0     0 1021 2000  5  2 94  0  0
06:17:13 15  0      0   2622    233   1170    0    0     0     0 1005 1824  5  2 93  0  0
06:17:14  9  0      0   2622    233   1170    0    0     0     0 1021 1938  5  2 93  0  0
06:17:15  1  0      0   2622    233   1170    0    0     0     0 1004 1857  4  2 95  0  0
06:17:16  1  0      0   2622    233   1170    0    0     0    72 1026 1898  3  1 95  1  0
06:17:17  1  0      0   2622    233   1170    0    0     0     0 1005 1778  2  1 97  0  0
06:17:18  1  0      0   2622    233   1170    0    0     0     0 1017 1895  3  1 96  0  0
06:17:19  2  0      0   2622    233   1170    0    0     0     0 1004 1816  4  2 94  0  0
06:17:20  7  0      0   2622    233   1171    0    0     0     0 1019 1645  6  1 93  0  0
06:17:21  1  0      0   2621    233   1171    0    0     0   104 1014 2259  6  2 93  0  0
06:17:22  1  0      0   2621    233   1171    0    0     0     0 1021 1870  3  2 96  0  0
06:17:23  0  0      0   2621    233   1171    0    0     0     0 1003 1876  2  1 97  0  0
06:17:24  1  0      0   2621    233   1171    0    0     0     0 1018 1737  3  1 97  0  0
06:17:25  2  0      0   2621    233   1171    0    0     0     0 1004 1707  3  2 96  0  0
06:17:26  3  0      0   2621    233   1171    0    0     0    96 1038 1809  3  1 97  0  0
06:17:27  0  0      0   2621    233   1171    0    0     0     0 1002 1876  3  2 96  0  0
06:17:28  1  0      0   2621    233   1171    0    0     0     0 1021 1989  3  1 96  0  0
06:17:29  0  0      0   2621    233   1171    0    0     0     0 1004 1803  3  2 95  0  0
06:17:30  0  0      0   2622    233   1171    0    0     0     0 1019 1796  4  2 94  0  0
06:17:31  0  0      0   2621    233   1171    0    0     0    72 1007 1796  3  1 96  1  0
06:17:32  0  0      0   2621    233   1171    0    0     0     0 1020 1864  3  1 97  0  0
06:17:33  0  0      0   2621    233   1171    0    0     0     0 1004 1855  3  1 96  0  0
06:17:34  0  0      0   2621    233   1171    0    0     0     0 1022 1781  3  1 96  0  0
06:17:35  1  0      0   2621    233   1171    0    0     0     0 1011 1787  3  2 95  0  0
06:17:36  1  0      0   2621    233   1171    0    0     0    72 1007 1739  5  1 94  0  0
06:17:37  0  0      0   2621    233   1171    0    0     0     0 1019 2045  3  1 96  0  0
06:17:38  4  0      0   2621    233   1171    0    0     0     0 1004 1915  4  2 94  0  0
06:17:39  0  0      0   2621    233   1171    0    0     0     0 1021 1820  4  2 94  0  0
06:17:40  1  0      0   2621    233   1171    0    0     0    12 1006 1824  4  2 95  0  0
06:17:41  0  0      0   2621    233   1171    0    0     0    88 1038 1906  3  1 97  0  0
06:17:42  0  0      0   2621    233   1171    0    0     0     0 1002 1970  3  2 96  0  0
06:17:43  1  0      0   2621    233   1171    0    0     0     0 1022 1916  3  1 96  0  0
06:17:44  1  0      0   2621    233   1171    0    0     0     0 1002 1727  4  1 95  0  0
06:17:45  3  0      0   2621    233   1171    0    0     0     0 1021 1729  5  2 93  0  0
06:17:46  0  0      0   2621    233   1171    0    0     0    80 1006 1805  5  2 93  0  0
06:17:47  0  0      0   2621    233   1171    0    0     0     0 1021 1919  4  2 95  0  0
06:17:48  0  0      0   2621    233   1171    0    0     0     0  999 2094  5  1 94  0  0
06:17:49  0  0      0   2621    233   1171    0    0     0     0 1021 1819  2  2 96  0  0
06:17:50  1  0      0   2621    233   1171    0    0     0     0 1003 1769  3  1 97  0  0
06:17:51  1  0      0   2621    233   1171    0    0     0    80 1025 1889  3  2 96  1  0
06:17:52  0  0      0   2621    233   1171    0    0     0     0 1003 1795  3  1 96  0  0
06:17:53  0  0      0   2621    233   1171    0    0     0     0 1022 1898  4  1 95  0  0
06:17:54  0  0      0   2621    233   1171    0    0     0     0 1002 1756  5  2 94  0  0
06:17:55  0  0      0   2621    233   1171    0    0     0    36 1028 1783  4  2 95  0  0
06:17:56  0  0      0   2621    233   1171    0    0     0    96 1020 1787  3  2 95  0  0
06:17:57  2  0      0   2621    233   1171    0    0     0     0 1021 1945  3  2 96  0  0
06:17:58  0  0      0   2621    233   1171    0    0     0     0 1002 1968  3  1 97  0  0
06:17:59  0  0      0   2621    233   1171    0    0     0     0 1021 1886  3  2 96  0  0
06:18:00  0  0      0   2621    233   1171    0    0     0     0 1003 1890  4  2 95  0  0
06:18:01  0  0      0   2621    233   1171    0    0     0    72 1025 1914  4  2 95  0  0
06:18:02  0  0      0   2621    233   1171    0    0     0     0 1002 1873  3  2 95  0  0
06:18:03  0  0      0   2621    233   1171    0    0     0     0 1020 1893  3  1 96  0  0
06:18:04  0  0      0   2621    233   1171    0    0     0     0 1003 1706  4  2 94  0  0
06:18:05  0  0      0   2621    233   1171    0    0     0     0 1021 1825  4  1 95  0  0
06:18:06  0  0      0   2621    233   1171    0    0     0    72 1005 2033  6  2 92  1  0
06:18:07  3  0      0   2621    233   1171    0    0     0     0 1022 1919  4  2 95  0  0
06:18:08  0  0      0   2621    233   1171    0    0     0     0 1003 2146  5  2 93  0  0
06:18:09  1  0      0   2621    233   1171    0    0     0     0 1022 2134  3  1 96  0  0
06:18:10  0  0      0   2621    233   1171    0    0     0     0 1003 2074  5  2 94  0  0
06:18:11  0  0      0   2621    233   1171    0    0     0    92 1039 2154  4  2 94  0  0
06:18:12  0  0      0   2621    233   1171    0    0     0     0 1004 2165  5  2 94  0  0
06:18:13  0  0      0   2621    233   1171    0    0     0     0 1021 2270  2  2 96  0  0
06:18:14  0  0      0   2621    233   1171    0    0     0     0 1002 2286  3  2 95  0  0
06:18:15  0  0      0   2621    233   1171    0    0     0    12 1022 2102  4  2 94  0  0
06:18:16  0  0      0   2621    233   1171    0    0     0    68 1006 2086  3  1 96  0  0
06:18:17  0  0      0   2621    233   1171    0    0     0     0 1020 2192  3  2 96  0  0
06:18:18  0  0      0   2621    233   1171    0    0     0     0  999 2188  3  2 95  0  0
06:18:19  0  0      0   2621    233   1171    0    0     0     0 1023 2153  5  2 93  0  0
06:18:20  0  0      0   2621    233   1171    0    0     0     0 1004 2083  5  2 94  0  0
06:18:21  0  0      0   2621    233   1171    0    0     0    80 1024 2347  3  2 95  0  0
06:18:22  0  0      0   2621    233   1171    0    0     0     0 1002 2154  4  2 94  0  0
06:18:23  0  0      0   2621    233   1171    0    0     0     0 1021 2223  2  1 97  0  0
06:18:24  0  0      0   2621    233   1171    0    0     0     0 1002 1972  3  1 96  0  0
06:18:25  0  0      0   2621    233   1171    0    0     0     0 1021 1890  3  1 96  0  0
06:18:26  0  0      0   2621    233   1171    0    0     0    96 1012 1989  3  2 95  0  0
06:18:27  0  0      0   2621    233   1171    0    0     0     0 1030 2064  4  1 95  0  0
06:18:28  1  0      0   2621    233   1171    0    0     0     0 1002 2028  4  2 94  0  0
06:18:29  0  0      0   2621    233   1171    0    0     0     0 1022 2019  4  2 94  0  0
06:18:30  0  0      0   2621    233   1171    0    0     0    16 1006 1951  3  1 97  0  0
06:18:31  0  0      0   2621    233   1171    0    0     0    96 1024 2111  2  2 96  1  0
06:18:32  0  0      0   2621    233   1171    0    0     0     0 1003 2021  3  1 97  0  0
06:18:33  0  0      0   2621    233   1171    0    0     0     0 1020 2169  3  1 96  0  0
06:18:34  0  0      0   2621    233   1171    0    0     0     0 1003 2008  3  1 96  0  0
06:18:35  0  0      0   2621    233   1171    0    0     0     0 1020 1922  2  1 97  0  0
06:18:36  0  0      0   2621    233   1171    0    0     0    72 1008 1937  4  1 95  0  0
06:18:37  0  0      0   2621    233   1171    0    0     0     0 1022 2151  3  2 96  0  0
06:18:38  2  0      0   2620    233   1171    0    0     0     0 1004 2061  4  1 96  0  0
06:18:39  0  0      0   2621    233   1171    0    0     0     0 1021 1996  4  2 95  0  0
06:18:40  0  0      0   2621    233   1171    0    0     0     0 1002 2086  3  1 97  0  0
06:18:41  0  0      0   2621    233   1171    0    0     0    68 1026 2025  4  2 94  0  0
06:18:42  0  0      0   2621    233   1171    0    0     0     0 1015 2049  4  1 95  0  0
06:18:43  0  0      0   2621    233   1171    0    0     0     0 1022 2130  3  2 95  0  0
06:18:44  0  0      0   2620    233   1171    0    0     0     0 1003 1845  4  2 95  0  0
06:18:45  0  0      0   2620    233   1171    0    0     0     0 1022 1930  4  2 94  0  0
06:18:46  0  0      0   2620    233   1171    0    0     0    96 1007 1895  5  2 93  0  0
06:18:47  0  0      0   2620    233   1171    0    0     0     0 1021 2116  5  2 93  0  0
06:18:48  0  0      0   2620    233   1171    0    0     0     0  999 2184  6  2 92  0  0
06:18:49  0  0      0   2620    233   1171    0    0     0     0 1022 2010  3  2 95  0  0
06:18:50  1  0      0   2620    233   1171    0    0     0    12 1004 2009  5  2 93  0  0
06:18:51  1  0      0   2620    233   1171    0    0     0    76 1026 2064  3  3 94  1  0
06:18:52  1  0      0   2620    233   1171    0    0     0     0 1002 2079  5  2 93  0  0
06:18:53  0  0      0   2620    233   1171    0    0     0     0 1022 2067  4  2 94  0  0
06:18:54  0  0      0   2620    233   1171    0    0     0     0 1003 1842  5  2 94  0  0
06:18:55  0  0      0   2620    233   1171    0    0     0     0 1022 1959  4  3 93  0  0
06:18:56  0  0      0   2620    233   1171    0    0     0    72 1008 1937  3  1 96  0  0
06:18:57  1  0      0   2620    233   1171    0    0     0     0 1034 2156  4  2 95  0  0
06:18:58  0  0      0   2620    233   1171    0    0     0     0 1004 2073  3  2 95  0  0
06:18:59  0  0      0   2620    233   1171    0    0     0     0 1022 1913  4  1 95  0  0
06:19:00  0  0      0   2620    233   1171    0    0     0     0 1002 2134  6  3 92  0  0
06:19:01  0  0      0   2620    233   1171    0    0     0    96 1026 2055  4  1 95  0  0
06:19:02  0  0      0   2620    233   1171    0    0     0     0 1001 2155  2  1 97  0  0
06:19:03  2  0      0   2620    233   1171    0    0     0     0 1022 2069  4  1 95  0  0
06:19:04  1  0      0   2620    233   1171    0    0     0     0 1002 1999  5  2 93  0  0
06:19:05  0  0      0   2620    233   1171    0    0     0    40 1029 1939  4  2 95  0  0
06:19:06  2  0      0   2620    233   1171    0    0     0    72 1005 1870  8  2 91  0  0
06:19:07  0  0      0   2620    233   1172    0    0     0     0 1022 2273  5  2 93  0  0
06:19:08  0  0      0   2620    233   1172    0    0     0     0 1002 1977  3  1 96  0  0
06:19:09  0  0      0   2620    233   1172    0    0     0     0 1020 1899  3  1 96  0  0
06:19:10  0  0      0   2620    233   1172    0    0     0     0 1003 2095  4  1 95  0  0
06:19:11  0  0      0   2620    233   1172    0    0     0    68 1024 1940  5  2 93  1  0
06:19:12  1  0      0   2620    233   1172    0    0     0     0 1015 2242  4  3 94  0  0
06:19:13  1  0      0   2620    233   1172    0    0     0     0 1023 2065  4  2 94  0  0
06:19:14  1  0      0   2620    233   1172    0    0     0     0 1003 1939  3  2 96  0  0
06:19:15  0  0      0   2620    233   1172    0    0     0     0 1020 1989  6  1 93  0  0
06:19:16  0  0      0   2620    233   1172    0    0     0    96 1006 1924  2  2 96  0  0
06:19:17  0  0      0   2620    233   1172    0    0     0     0 1021 2166  3  2 95  0  0
06:19:18  0  0      0   2620    233   1172    0    0     0     0 1000 2082  3  1 96  0  0
06:19:19  0  0      0   2620    233   1172    0    0     0     0 1020 1984  5  2 93  0  0
06:19:20  0  0      0   2620    233   1172    0    0     0     0 1002 2038  3  1 96  0  0
06:19:21  1  0      0   2620    233   1172    0    0     0    88 1025 2093  5  2 94  0  0
