05:57:16 procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
05:57:16  r  b   swpd   free  inact active   si   so    bi    bo   in   cs us sy id wa st
06:23:36  0  0      0   2618    233   1174    0    0     0    72 1007 2014  5  2 93  1  0
06:23:37  0  0      0   2618    233   1174    0    0     0     0 1020 2071  3  2 95  0  0
06:23:38  1  0      0   2618    233   1174    0    0     0     0 1003 1929  5  2 94  0  0
06:23:39  1  0      0   2617    233   1174    0    0     0     0 1021 2028  5  3 92  0  0
06:23:40  2  0      0   2618    233   1174    0    0     0     0 1002 1894  4  1 95  0  0
06:23:41  1  0      0   2618    233   1174    0    0     0    68 1025 2124  4  3 93  0  0
06:23:42  2  0      0   2617    233   1174    0    0     0     0 1002 2111  5  2 93  0  0
06:23:43  1  0      0   2617    233   1174    0    0     0     0 1022 1806  4  2 95  0  0
06:23:44  1  0      0   2617    233   1174    0    0     0     0 1004 2033  5  2 94  0  0
06:23:45  1  0      0   2617    233   1174    0    0     0    32 1039 1957  5  1 94  0  0
06:23:46  1  0      0   2617    233   1174    0    0     0    96 1006 1966  3  2 95  0  0
06:23:47  3  0      0   2617    233   1174    0    0     0     0 1012 2248  4  2 94  0  0
06:23:48  1  0      0   2617    233   1174    0    0     0     0 1002 2005  5  2 94  0  0
06:23:49  1  0      0   2617    233   1174    0    0     0     0 1021 1836  6  2 92  0  0
06:23:50  1  0      0   2617    233   1174    0    0     0     0 1002 1977  4  1 95  0  0
06:23:51  1  0      0   2617    233   1174    0    0     0    88 1024 2088  3  2 95  0  0
06:23:52  1  0      0   2617    233   1174    0    0     0     0 1003 1931  4  2 95  0  0
06:23:53  1  0      0   2617    233   1174    0    0     0     0 1023 1905  4  2 95  0  0
06:23:54  1  0      0   2617    233   1174    0    0     0     0 1002 1858  4  2 94  0  0
06:23:55  1  0      0   2617    233   1174    0    0     0     0 1021 1970  4  2 95  0  0
06:23:56  1  0      0   2617    233   1174    0    0     0    72 1006 2010  5  2 94  1  0
06:23:57  1  0      0   2617    233   1174    0    0     0     0 1021 2280  5  1 94  0  0
06:23:58  3  0      0   2617    233   1174    0    0     0     0 1004 1877  6  3 92  0  0
06:23:59  3  0      0   2617    233   1174    0    0     0     0 1021 1926  6  1 93  0  0
06:24:00  3  0      0   2618    233   1174    0    0     0     8 1014 1988  6  2 92  0  0
06:24:01  3  0      0   2617    233   1174    0    0     0    92 1028 2018  5  2 93  0  0
06:24:02  3  0      0   2617    233   1174    0    0     0     0 1004 2087  5  2 94  0  0
06:24:03  4  0      0   2617    233   1174    0    0     0     0 1021 2014  6  2 93  0  0
06:24:04  3  0      0   2617    233   1174    0    0     0     0 1002 1967  6  2 93  0  0
06:24:05  3  0      0   2617    233   1174    0    0     0     4 1022 1937  5  2 93  0  0
06:24:06  3  0      0   2617    233   1174    0    0     0    72 1006 2066  5  2 93  0  0
06:24:07  4  0      0   2617    233   1174    0    0     0     0 1021 2116  5  2 93  0  0
06:24:08  4  0      0   2617    233   1174    0    0     0     0 1003 1904  4  1 95  0  0
06:24:09  2  0      0   2617    233   1174    0    0     0     0 1021 1909  6  2 92  0  0
06:24:10  2  0      0   2617    233   1174    0    0     0     0 1002 2023  5  2 93  0  0
06:24:11  2  0      0   2617    233   1174    0    0     0    72 1027 2111  7  3 90  1  0
06:24:12  3  0      0   2617    233   1174    0    0     0     0 1002 2071  4  2 94  0  0
06:24:13  1  0      0   2617    233   1174    0    0     0     0 1021 1933  4  2 94  0  0
06:24:15  2  0      0   2617    233   1174    0    0     0     0 1002 1862  4  2 94  0  0
06:24:16  2  0      0   2617    233   1174    0    0     0     0 1021 2049  4  2 94  0  0
06:24:17  2  0      0   2617    233   1174    0    0     0    92 1019 2016  4  2 94  0  0
06:24:18  2  0      0   2617    233   1175    0    0     0     0 1011 2168  4  2 95  0  0
06:24:19  0  0      0   2617    233   1175    0    0     0     0 1001 1917  4  1 95  0  0
06:24:20  0  0      0   2617    233   1175    0    0     0     0 1021 1962  4  2 95  0  0
06:24:21  1  0      0   2617    233   1175    0    0     0    40 1012 2207  3  2 95  0  0
06:24:22  2  0      0   2617    233   1175    0    0     0    80 1024 2137  4  2 94  0  0
06:24:23  1  0      0   2617    233   1175    0    0     0     0 1001 1977  3  1 96  0  0
06:24:24  1  0      0   2617    233   1175    0    0     0     0 1021 1985  3  2 96  0  0
06:24:25  1  0      0   2617    233   1175    0    0     0     0 1001 2155  4  2 94  0  0
06:24:26  1  0      0   2617    233   1175    0    0     0     0 1020 2057  3  1 96  0  0
06:24:27  1  0      0   2617    233   1175    0    0     0    72 1006 2134  3  1 96  0  0
06:24:28  1  0      0   2617    233   1175    0    0     0     0 1021 2411  6  2 92  0  0
06:24:29  1  0      0   2617    233   1175    0    0     0     0 1004 2113  4  1 95  0  0
06:24:30  1  0      0   2617    233   1175    0    0     0     0 1024 2056  6  2 92  0  0
06:24:31  1  0      0   2617    233   1175    0    0     0     0 1002 2141  5  2 94  0  0
06:24:32  1  0      0   2617    233   1175    0    0     0    84 1036 2349  5  3 93  0  0
06:24:33  1  0      0   2617    233   1175    0    0     0     0 1001 2333  4  2 94  0  0
06:24:34  0  0      0   2617    233   1175    0    0     0     0 1020 2118  5  2 93  0  0
06:24:35  0  0      0   2617    233   1175    0    0     0     0 1003 2127  5  1 95  0  0
06:24:36  0  0      0   2617    233   1175    0    0     0     8 1022 2140  4  2 94  0  0
06:24:37  0  0      0   2617    233   1175    0    0     0    76 1005 2203  3  1 96  1  0
06:24:38  0  0      0   2617    233   1175    0    0     0     0 1022 2254  3  2 95  0  0
06:24:39  0  0      0   2617    233   1175    0    0     0     0 1004 2012  3  1 96  0  0
06:24:40  0  0      0   2617    233   1175    0    0     0     0 1020 2295  4  2 95  0  0
06:24:41  1  0      0   2617    233   1175    0    0     0     4 1002 2087  3  1 96  0  0
06:24:42  0  0      0   2617    233   1175    0    0     0    72 1025 2294  3  1 96  0  0
06:24:43 15  0      0   2617    233   1175    0    0     0     0 1002 2387  3  1 96  0  0
06:24:44 11  0      0   2617    233   1175    0    0     0     0 1021 2165  3  2 96  0  0
06:24:45 10  0      0   2617    233   1175    0    0     0     0 1001 2124  3  1 96  0  0
06:24:46 12  0      0   2617    233   1175    0    0     0     0 1021 2211  3  2 95  0  0
06:24:47 14  0      0   2617    233   1175    0    0     0    92 1020 2404  3  1 96  0  0
06:24:48 15  0      0   2617    233   1175    0    0     0     0 1019 2321  4  1 95  0  0
06:24:49 15  0      0   2617    233   1175    0    0     0     0 1003 2251  3  2 95  0  0
06:24:50 14  0      0   2617    233   1175    0    0     0     0 1021 2178  3  2 95  0  0
06:24:51  6  0      0   2617    233   1175    0    0     0     0 1005 2240  3  2 96  0  0
06:24:52 14  1      0   2617    233   1175    0    0     0    12 1020 2226  4  1 95  0  0
06:24:53  8  0      0   2617    233   1175    0    0     0    68 1006 2444  4  1 95  0  0
06:24:54  8  0      0   2617    233   1175    0    0     0     0 1012 2049  4  2 95  0  0
06:24:55  2  0      0   2617    233   1175    0    0     0     0 1003 2220  3  2 95  0  0
06:24:56  0  0      0   2617    233   1175    0    0     0    36 1023 1966  3  1 96  0  0
06:24:57  0  0      0   2617    233   1175    0    0     0    72 1008 1961  3  1 96  0  0
06:24:58  1  0      0   2617    233   1175    0    0     0     0 1020 2133  4  1 95  0  0
06:24:59  0  0      0   2617    233   1175    0    0     0     0 1004 2001  3  1 96  0  0
06:25:00  0  0      0   2617    233   1175    0    0     0     0 1019 1980  4  2 95  0  0
06:25:01  0  0      0   2617    233   1175    0    0     0     0 1002 1993  4  2 95  0  0
06:25:02  7  0      0   2617    233   1175    0    0     0    96 1036 2082  4  2 94  0  0
06:25:03  5  0      0   2617    233   1175    0    0     0     0 1003 1583  4  2 94  0  0
06:25:04  1  0      0   2617    233   1175    0    0     0     0 1020 2506  6  2 92  0  0
06:25:05  0  0      0   2617    233   1175    0    0     0     0 1003 1941  3  2 95  0  0
06:25:06  8  0      0   2617    233   1175    0    0     0     0 1024 1752  6  2 93  0  0
06:25:07  0  0      0   2617    233   1175    0    0     0    72 1006 2468  6  2 92  0  0
06:25:08  0  0      0   2617    233   1175    0    0     0     0 1021 2199  4  2 94  0  0
06:25:09  3  0      0   2617    233   1175    0    0     0     0 1001 1886  6  2 92  0  0
06:25:10  0  0      0   2617    233   1175    0    0     0     0 1019 2254  6  2 92  0  0
06:25:11  0  0      0   2617    233   1175    0    0     0     8 1004 1989  4  1 96  0  0
06:25:12  0  0      0   2617    233   1175    0    0     0    68 1024 2078  4  2 94  0  0
06:25:13  0  0      0   2617    233   1175    0    0     0     0 1002 2033  4  2 94  0  0
06:25:14  0  0      0   2617    233   1175    0    0     0     0 1021 2004  5  2 94  0  0
06:25:15  0  0      0   2617    233   1175    0    0     0     0 1005 1984  6  2 92  0  0
06:25:16  0  0      0   2617    233   1175    0    0     0     4 1022 2085  5  2 94  0  0
06:25:17  0  0      0   2617    233   1175    0    0     0    92 1020 1935  4  1 95  1  0
06:25:18  0  0      0   2617    233   1175    0    0     0     0 1017 2242  4  2 95  0  0
06:25:19  0  0      0   2617    233   1175    0    0     0     0 1003 1944  4  2 94  0  0
06:25:20  0  0      0   2617    233   1175    0    0     0     0 1019 1939  3  2 95  0  0
06:25:21  0  0      0   2617    233   1175    0    0     0     0 1004 2218  3  2 96  0  0
06:25:22  0  0      0   2617    233   1175    0    0     0    88 1024 2154  4  1 95  0  0
06:25:23  0  0      0   2617    233   1175    0    0     0     0 1001 2093  4  2 94  0  0
06:25:24  0  0      0   2617    233   1175    0    0     0     0 1019 1925  4  2 94  0  0
06:25:25  0  0      0   2617    233   1175    0    0     0     0 1004 1943  4  1 96  0  0
06:25:26  0  0      0   2617    233   1175    0    0     0     0 1019 2039  5  2 94  0  0
06:25:27  0  0      0   2617    233   1175    0    0     0    72 1007 2206  4  2 94  0  0
06:25:28  0  0      0   2617    233   1175    0    0     0     0 1019 2164  5  1 94  0  0
06:25:29  0  0      0   2617    233   1175    0    0     0     0 1004 1992  5  2 94  0  0
06:25:30  0  0      0   2617    233   1175    0    0     0    48 1029 2062  4  1 95  0  0
06:25:31  0  0      0   2617    233   1175    0    0     0     0 1004 2054  4  2 95  0  0
06:25:32  1  0      0   2617    233   1175    0    0     0    96 1035 2122  4  2 94  0  0
06:25:33  2  0      0   2617    233   1175    0    0     0     0 1008 2027  6  2 92  0  0
06:25:34  0  0      0   2617    233   1175    0    0     0     0 1022 1970  7  2 91  0  0
06:25:35  0  0      0   2617    233   1175    0    0     0     0 1002 1990  5  2 94  0  0
06:25:36  0  0      0   2617    233   1175    0    0     0     0 1021 2008  4  2 94  0  0
06:25:37  2  0      0   2617    233   1175    0    0     0    96 1007 2063  5  1 94  0  0
06:25:38  0  0      0   2617    233   1175    0    0     0     0 1015 2141  4  2 94  0  0
06:25:39  0  0      0   2617    233   1175    0    0     0     0 1003 2050  6  2 92  0  0
06:25:40  0  0      0   2617    233   1175    0    0     0     0 1020 2125  6  2 92  0  0
06:25:41  0  0      0   2617    233   1175    0    0     0     0 1004 1930  5  2 93  0  0
06:25:42  0  0      0   2617    233   1175    0    0     0    56 1024 2139  5  2 93  1  0
06:25:43  0  0      0   2617    233   1175    0    0     0     0 1005 2071  6  2 92  0  0
06:25:44  0  0      0   2617    233   1175    0    0     0     0 1019 2033  4  2 95  0  0
06:25:45  0  0      0   2617    233   1175    0    0     0     8 1004 1969  3  1 96  0  0
06:25:46  0  0      0   2617    233   1175    0    0     0     0 1020 2032  4  2 95  0  0
06:25:47  3  0      0   2617    233   1175    0    0     0    64 1006 1968  4  2 95  0  0
06:25:48  1  0      0   2617    233   1175    0    0     0     0 1032 2214  4  2 94  0  0
06:25:49  0  0      0   2617    233   1175    0    0     0     0 1002 2076  6  1 93  0  0
06:25:50  0  0      0   2617    233   1175    0    0     0     4 1021 1963  5  1 94  0  0
06:25:51  0  0      0   2617    233   1175    0    0     0     0 1003 1979  5  2 93  0  0
06:25:52  0  0      0   2616    233   1175    0    0     0   104 1023 2103  4  1 95  0  0
06:25:53  0  0      0   2617    233   1175    0    0     0     0 1004 2088  3  2 95  0  0
06:25:54  5  0      0   2617    233   1175    0    0     0     0 1019 1973  5  1 94  0  0
06:25:55  0  0      0   2617    233   1175    0    0     0     0 1002 2094  4  1 95  0  0
06:25:56  0  0      0   2617    233   1175    0    0     0     0 1019 1934  3  1 96  0  0
06:25:57  3  0      0   2617    233   1175    0    0     0    72 1008 2180  4  1 95  0  0
06:25:58 15  0      0   2617    233   1175    0    0     0     0 1019 2191  3  1 96  0  0
06:25:59  0  0      0   2617    233   1175    0    0     0     0 1003 2056  4  1 95  0  0
06:26:00  0  0      0   2617    233   1175    0    0     0     0 1021 2018  4  2 95  0  0
06:26:01  0  0      0   2617    233   1175    0    0     0   232 1021 2220  4  2 94  1  0
06:26:02  0  0      0   2617    233   1175    0    0     0     0 1019 2113  4  2 95  0  0
06:26:03  0  0      0   2617    233   1175    0    0     0     0 1016 2119  4  1 95  0  0
06:26:04  0  0      0   2617    233   1175    0    0     0     0 1019 2017  5  2 94  0  0
06:26:05  0  0      0   2617    233   1175    0    0     0    76 1018 2080  3  2 95  0  0
06:26:06  0  0      0   2617    233   1175    0    0     0    96 1023 1943  5  2 93  0  0
06:26:07  0  0      0   2617    233   1175    0    0     0     0 1002 2111  5  2 93  0  0
06:26:08  0  0      0   2617    233   1175    0    0     0     0 1021 2101  4  2 94  0  0
06:26:09  0  0      0   2617    233   1175    0    0     0     0 1004 2093  5  1 94  0  0
06:26:10  0  0      0   2617    233   1175    0    0     0     0 1020 1990  6  2 92  0  0
06:26:11  0  0      0   2617    233   1175    0    0     0    76 1001 2000  5  1 94  0  0
06:26:12  0  0      0   2617    233   1175    0    0     0     0 1021 2047  4  2 94  0  0
06:26:13  0  0      0   2617    233   1175    0    0     0     0 1003 2096  6  2 93  0  0
06:26:14  1  0      0   2617    233   1175    0    0     0     0 1020 2000  5  2 93  0  0
06:26:15  0  0      0   2617    233   1175    0    0     0     0 1004 2122  5  2 94  0  0
06:26:16  0  0      0   2616    233   1175    0    0     0    72 1024 2115  4  2 94  1  0
06:26:17  0  0      0   2616    233   1175    0    0     0     0 1004 2131  4  1 95  0  0
06:26:18  1  0      0   2616    233   1175    0    0     0     0 1031 2122  4  2 95  0  0
06:26:19  2  0      0   2616    233   1175    0    0     0     0 1005 1963  3  2 95  0  0
06:26:20  0  0      0   2616    233   1175    0    0     0     8 1020 2063  4  2 94  0  0
06:26:21  0  0      0   2616    233   1175    0    0     0   100 1008 2308  4  2 95  0  0
06:26:22  0  0      0   2616    233   1175    0    0     0     0 1020 2112  6  2 92  0  0
06:26:23  0  0      0   2616    233   1175    0    0     0     0 1003 2047  3  2 95  0  0
06:26:24  0  0      0   2616    233   1175    0    0     0     0 1021 2115  3  2 95  0  0
06:26:25  0  0      0   2616    233   1175    0    0     0     4 1006 1979  3  2 95  0  0
06:26:26  0  0      0   2616    233   1175    0    0     0    72 1025 2043  3  2 95  0  0
06:26:27  0  0      0   2616    233   1175    0    0     0     0 1005 2058  3  1 96  0  0
06:26:28  1  0      0   2616    233   1175    0    0     0     0 1023 2290  4  2 95  0  0
06:26:29  1  0      0   2616    233   1175    0    0     0     0  996 2122  4  2 94  0  0
06:26:30  1  0      0   2616    233   1175    0    0     0     0 1018 2062  5  2 93  0  0
06:26:31  1  0      0   2616    233   1175    0    0     0    72 1008 2089  3  2 95  0  0
06:26:32  1  0      0   2616    233   1175    0    0     0     0 1021 2076  5  1 94  0  0
06:26:33  1  0      0   2616    233   1175    0    0     0     0 1015 2135  6  3 91  0  0
06:26:34  1  0      0   2616    233   1175    0    0     0     0 1020 2196 10  2 89  0  0
06:26:35  1  0      0   2616    233   1175    0    0     0     0 1004 2114  6  2 92  0  0
06:26:36  1  0      0   2616    233   1175    0    0     0    96 1025 1984  6  2 92  1  0
06:26:37  1  0      0   2616    233   1175    0    0     0     0 1004 2140  4  2 95  0  0
06:26:38  1  0      0   2616    233   1175    0    0     0     0 1018 2195  4  1 95  0  0
06:26:39  2  0      0   2616    233   1175    0    0     0     0 1003 1934  5  2 94  0  0
06:26:40  1  0      0   2616    233   1175    0    0     0    52 1026 2238  7  2 91  0  0
06:26:41  1  0      0   2616    233   1175    0    0     0    56 1006 2021  6  2 93  0  0
06:26:42  3  0      0   2616    233   1175    0    0     0     0 1021 2087  7  3 91  0  0
06:26:43  1  0      0   2616    233   1175    0    0     0     0 1004 2126  5  2 94  0  0
06:26:44  7  0      0   2616    233   1175    0    0     0     0 1022 1928  4  2 94  0  0
06:26:45  1  0      0   2616    233   1175    0    0     0     0 1004 2075  5  2 93  0  0
06:26:46  1  0      0   2616    233   1175    0    0     0    68 1026 1983  6  2 92  0  0
06:26:47  1  0      0   2616    233   1175    0    0     0     0 1002 2266  6  2 93  0  0
06:26:48  1  0      0   2616    233   1175    0    0     0     0 1031 2199  6  2 92  0  0
06:26:49  1  0      0   2616    233   1175    0    0     0     0 1004 2050  4  2 94  0  0
06:26:50  1  0      0   2616    233   1175    0    0     0     0 1020 2076  3  1 96  0  0
06:26:51  1  0      0   2616    233   1175    0    0     0   104 1008 1977  5  2 93  1  0
06:26:52  1  0      0   2616    233   1175    0    0     0     0 1021 2241  4  2 94  0  0
06:26:53  1  0      0   2616    233   1175    0    0     0     0 1004 2060  5  1 94  0  0
06:26:54  1  0      0   2616    233   1175    0    0     0     0 1021 2070  4  2 95  0  0
06:26:55  1  0      0   2616    233   1175    0    0     0     8 1006 1964  4  0 96  0  0
06:26:56  1  0      0   2616    233   1175    0    0     0    76 1023 2025  4  1 95  0  0
06:26:57  1  0      0   2616    233   1175    0    0     0     0 1002 2063  4  2 95  0  0
06:26:58  2  0      0   2616    233   1175    0    0     0     0 1022 2358  5  1 94  0  0
06:26:59  1  0      0   2616    233   1175    0    0     0     0 1003 2036  4  2 94  0  0
06:27:00  0  0      0   2616    233   1175    0    0     0     4 1021 2066  4  3 93  0  0
06:27:01  1  0      0   2616    233   1175    0    0     0    72 1008 2061  3  1 96  0  0
06:27:02  2  0      0   2616    233   1175    0    0     0     0 1020 2269  5  2 93  0  0
06:27:03  7  0      0   2616    233   1176    0    0     0     0 1007 2070  6  2 92  0  0
06:27:04  3  0      0   2616    233   1176    0    0     0     0 1029 2071  6  2 92  0  0
06:27:05  1  0      0   2616    233   1176    0    0     0     0 1002 2098  7  2 91  0  0
06:27:06  2  0      0   2616    233   1176    0    0     0    96 1024 2184  6  3 92  0  0
06:27:07  2  0      0   2616    233   1176    0    0     0     0 1001 2212  5  2 93  0  0
06:27:08  3  0      0   2616    233   1176    0    0     0     0 1021 2160  5  1 94  0  0
06:27:09  3  0      0   2616    233   1176    0    0     0     0 1002 2010  4  2 95  0  0
06:27:10  2  0      0   2616    233   1176    0    0     0     0 1019 2054  4  2 94  0  0
06:27:11  4  0      0   2616    233   1176    0    0     0    68 1008 1970  4  2 94  1  0
06:27:12  2  0      0   2616    233   1176    0    0     0     0 1021 2128  7  3 91  0  0
06:27:13  1  0      0   2616    233   1176    0    0     0     0 1005 2295  7  2 91  0  0
06:27:14  1  0      0   2616    233   1176    0    0     0     0 1020 1993  6  2 92  0  0
06:27:15  1  0      0   2616    233   1176    0    0     0    36 1010 1934  6  1 93  0  0
06:27:16  1  0      0   2616    233   1176    0    0     0    72 1026 2086  5  2 94  0  0
06:27:17  1  0      0   2616    233   1176    0    0     0     0 1003 2142  5  2 94  0  0
06:27:18  1  0      0   2616    233   1176    0    0     0     0 1017 2135  3  2 96  0  0
06:27:19  1  0      0   2616    233   1176    0    0     0     0 1016 2176  7  2 91  0  0
06:27:20  1  0      0   2616    234   1176    0    0     0     0 1022 2400  4  2 94  0  0
06:27:21  1  0      0   2616    233   1176    0    0     0   104 1007 2257  3  2 95  0  0
06:27:22  1  0      0   2616    233   1176    0    0     0     0 1022 2389  5  2 94  0  0
06:27:23  1  0      0   2616    233   1176    0    0     0     0 1003 2285  4  1 95  0  0
06:27:24  1  0      0   2616    233   1176    0    0     0     0 1021 2111  3  1 96  0  0
06:27:25  1  0      0   2615    234   1176    0    0     0     0 1001 2174  6  2 92  0  0
06:27:26  2  0      0   2616    233   1176    0    0     0    72 1022 2262  4  1 95  1  0
06:27:27  1  0      0   2616    233   1176    0    0     0     0 1004 2293  5  2 93  0  0
06:27:28  1  0      0   2616    233   1176    0    0     0     0 1022 2465  5  2 93  0  0
06:27:29  1  0      0   2616    233   1176    0    0     0     0 1003 2299  4  2 94  0  0
06:27:30  1  0      0   2616    233   1176    0    0     0     8 1022 2128  5  2 94  0  0
06:27:31  1  0      0   2616    233   1176    0    0     0    68 1008 2104  5  2 93  0  0
06:27:32  1  0      0   2616    233   1176    0    0     0     0 1021 2234  5  2 93  0  0
06:27:33  1  0      0   2616    233   1176    0    0     0     0 1001 2081  6  3 92  0  0
06:27:34  1  0      0   2616    233   1176    0    0     0     0 1019 2135  6  2 93  0  0
06:27:35  1  0      0   2616    233   1176    0    0     0     4 1004 2035  4  1 95  0  0
06:27:36  1  0      0   2616    234   1176    0    0     0    96 1024 2058  5  1 94  0  0
06:27:37  1  0      0   2616    234   1176    0    0     0     0 1004 2159  4  2 95  0  0
06:27:38  1  0      0   2616    234   1176    0    0     0     0 1018 2179  7  2 91  0  0
06:27:39  0  0      0   2615    234   1176    0    0     0     0 1003 2034  6  2 92  0  0
06:27:40  0  0      0   2615    234   1176    0    0     0     0 1020 2111  6  3 91  0  0
06:27:41  0  0      0   2616    234   1176    0    0     0    80 1008 2061  6  1 93  0  0
06:27:42  0  0      0   2615    233   1176    0    0     0     0 1019 2213  5  2 93  0  0
06:27:43  0  0      0   2615    233   1176    0    0     0     0 1004 2263  5  2 93  0  0
06:27:44  1  0      0   2615    233   1176    0    0     0     0 1020 2125  5  2 93  0  0
06:27:45  2  0      0   2615    233   1176    0    0     0     0 1003 1909  7  2 91  0  0
06:27:46  1  0      0   2615    233   1176    0    0     0    68 1024 2119  4  2 94  1  0
06:27:47  0  0      0   2615    233   1176    0    0     0     0 1005 2173  5  3 93  0  0
06:27:48  1  0      0   2615    233   1176    0    0     0     0 1018 2200  6  2 92  0  0
06:27:49  1  0      0   2616    233   1176    0    0     0     0 1018 2101  4  2 95  0  0
06:27:50  1  0      0   2615    233   1176    0    0     0    12 1022 2011  4  1 95  0  0
06:27:51  1  0      0   2615    233   1176    0    0     0    92 1006 2057  4  1 95  0  0
06:27:52  1  0      0   2615    233   1176    0    0     0     0 1021 2137  3  2 96  0  0
06:27:53  2  0      0   2615    233   1176    0    0     0     0 1003 2076  4  2 95  0  0
06:27:54  2  0      0   2615    233   1176    0    0     0     0 1022 2110  4  1 95  0  0
06:27:55  2  0      0   2615    233   1176    0    0     0     0 1002 2102  3  2 96  0  0
06:27:56  1  0      0   2615    233   1176    0    0     0    72 1025 2298  5  3 93  0  0
06:27:57  1  0      0   2615    233   1176    0    0     0     0 1005 2329  3  2 96  0  0
06:27:58  0  0      0   2615    233   1176    0    0     0     0 1024 2333  5  1 94  0  0
06:27:59  1  0      0   2615    233   1176    0    0     0     0 1004 2209  4  2 94  0  0
06:28:00  0  0      0   2615    233   1176    0    0     0     0 1020 2338  6  2 93  0  0
06:28:01  0  0      0   2615    233   1176    0    0     0    72 1007 2393  4  2 94  1  0
06:28:02  0  0      0   2615    233   1176    0    0     0     0 1020 2339  6  2 92  0  0
06:28:03  0  0      0   2615    233   1176    0    0     0     0 1003 2216  4  2 95  0  0
06:28:04  0  0      0   2615    233   1176    0    0     0     0 1034 2354  6  2 92  0  0
06:28:05  0  0      0   2615    233   1176    0    0     0     8 1005 2337  5  2 93  0  0
06:28:06  0  0      0   2615    233   1176    0    0     0    92 1026 2287  5  2 93  0  0
06:28:07  1  0      0   2615    233   1176    0    0     0     0 1004 2553  5  2 93  0  0
06:28:08  0  0      0   2615    233   1176    0    0     0     0 1019 2391  6  2 92  0  0
06:28:09  0  0      0   2615    233   1176    0    0     0     0 1003 2255  4  1 95  0  0
06:28:10  0  0      0   2615    233   1176    0    0     0     4 1021 2450  4  2 94  0  0
06:28:11  0  1      0   2615    233   1176    0    0     0    12 1002 2464  4  2 94  1  0
06:28:12  9  0      0   2615    233   1176    0    0     0    56 1024 2528  6  2 92  1  0
06:28:13  0  0      0   2615    233   1176    0    0     0     0 1004 2388  4  2 95  0  0
06:28:14  0  0      0   2615    233   1176    0    0     0     0 1021 2301  4  1 95  0  0
06:28:15  0  0      0   2615    233   1176    0    0     0     0 1002 2135  3  1 96  0  0
06:28:16  0  1      0   2615    233   1176    0    0     0    12 1022 2314  4  1 95  1  0
06:28:17  1  0      0   2615    233   1176    0    0     0    60 1007 2452  4  2 94  1  0
06:28:18  0  0      0   2615    233   1176    0    0     0     0 1016 2403  4  1 95  0  0
06:28:19  0  0      0   2615    233   1177    0    0     0     0 1016 2190  4  2 95  0  0
06:28:20  0  0      0   2615    233   1176    0    0     0     0 1021 2401  4  1 95  0  0
06:28:21  0  0      0   2615    233   1176    0    0     0   104 1009 2291  3  2 95  1  0
06:28:22  0  0      0   2615    233   1176    0    0     0     0 1019 2556  4  1 95  0  0
06:28:23  0  0      0   2615    233   1176    0    0     0     0 1002 2258  4  2 95  0  0
06:28:24  0  0      0   2615    233   1176    0    0     0     0 1021 2178  3  2 95  0  0
06:28:25  0  0      0   2615    233   1176    0    0     0    32 1011 2188  3  1 96  0  0
06:28:26  0  0      0   2615    233   1176    0    0     0    80 1024 2155  4  1 95  0  0
06:28:27  0  0      0   2615    233   1176    0    0     0     0 1002 2463  3  1 96  0  0
06:28:28  0  0      0   2615    233   1177    0    0     0     0 1020 2438  3  2 95  0  0
06:28:29  1  0      0   2615    233   1177    0    0     0     0 1002 2163  4  1 95  0  0
06:28:30  0  0      0   2615    233   1177    0    0     0     0 1020 2237  5  1 94  0  0
06:28:31  0  0      0   2615    233   1177    0    0     0    72 1007 2352  3  1 96  0  0
06:28:32  0  0      0   2615    233   1177    0    0     0     0 1020 2588  4  2 94  0  0
06:28:33  0  0      0   2615    233   1177    0    0     0     0 1003 2229  4  2 95  0  0
06:28:34  0  0      0   2615    233   1177    0    0     0     0 1021 2299  4  2 94  0  0
06:28:35  1  0      0   2615    233   1177    0    0     0     0 1016 2194  4  2 95  0  0
06:28:36  1  0      0   2615    233   1177    0    0     0    96 1024 2268  5  2 94  0  0
06:28:37  1  0      0   2531    233   1262    0    0     0     0 1004 2607 22  7 71  0  0
06:28:38  0  0      0   2602    233   1190    0    0     0     0 1021 2264 26  5 70  0  0
06:28:39  0  0      0   2615    233   1177    0    0     0     0 1002 2206  5  2 93  0  0
06:28:40  0  0      0   2615    233   1177    0    0     0     8  786 2179  6  3 91  0  0
06:28:41  0  0      0   2615    233   1177    0    0     0    64 1008 2218  4  1 95  0  0
06:28:42  0  0      0   2615    233   1177    0    0     0     0 1022 2381  3  2 96  0  0
06:28:43 59  0      0   2615    233   1177    0    0     0     0  567 1909  5  2 93  0  0
06:28:44  7  0      0   2615    233   1177    0    0     0     0 1020 2201  4  1 95  0  0
06:28:45  1  0      0   2615    233   1177    0    0     0     4 1005 2119  5  2 93  0  0
06:28:46  1  0      0   2615    233   1177    0    0     0    72 1025 2117  3  2 95  1  0
06:28:47  2  0      0   2615    233   1177    0    0     0     0 1003 2527  4  2 94  0  0
06:28:48  2  0      0   2615    233   1177    0    0     0     0 1018 2309  4  2 95  0  0
06:28:49  2  0      0   2615    233   1177    0    0     0     0 1001 2116  5  1 94  0  0
06:28:50  2  0      0   2615    233   1177    0    0     0     0 1034 2358  4  1 95  0  0
06:28:51  3  0      0   2615    233   1177    0    0     0   104 1008 2265  4  2 94  0  0
06:28:52  2  0      0   2615    233   1177    0    0     0     0 1020 2377  5  2 93  0  0
