2016-08-12 06:41:44.000 procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
2016-08-12 06:41:44.000  r  b   swpd   free  inact active   si   so    bi    bo   in   cs us sy id wa st
2016-08-12 06:43:11.000 35  0      0   7250    943   3754    0    0     0     0 1257 83463 33 19 48  0  0
2016-08-12 06:43:12.000  2  0      0   7249    943   3755    0    0     0     0 1177 85139 33 20 47  0  0
2016-08-12 06:43:13.000  4  0      0   7249    943   3755    0    0     0     0 1247 83724 32 19 49  0  0
2016-08-12 06:43:14.000 12  0      0   7249    943   3755    0    0     0     0 1173 86197 36 20 44  0  0
2016-08-12 06:43:15.000  3  0      0   7248    943   3755    0    0     0   212 1244 76354 33 17 50  0  0
2016-08-12 06:43:16.000  3  0      0   7248    943   3755    0    0     0     0 1174 97010 38 22 40  0  0
2016-08-12 06:43:17.000  6  0      0   7248    943   3755    0    0     0     0 1251 77047 30 16 54  0  0
2016-08-12 06:43:18.000  5  0      0   7248    943   3755    0    0     0     0 1172 93797 37 22 41  0  0
2016-08-12 06:43:19.000  7  0      0   7248    943   3755    0    0     0     0 1253 78859 30 18 52  0  0
2016-08-12 06:43:20.000  4  0      0   7248    943   3755    0    0     0    72 1173 88254 39 21 40  0  0
2016-08-12 06:43:21.000 26  0      0   7247    943   3755    0    0     0     0 1256 88125 35 20 45  0  0
2016-08-12 06:43:22.000  3  0      0   7247    943   3756    0    0     0     0 1147 77278 31 17 52  0  0
2016-08-12 06:43:23.000  6  0      0   7247    943   3756    0    0     0     0 1270 92452 36 21 43  0  0
2016-08-12 06:43:24.000  5  0      0   7246    943   3756    0    0     0     0 1181 79215 33 18 49  0  0
2016-08-12 06:43:25.000  6  0      0   7246    943   3756    0    0     0    88 1271 84306 42 20 38  0  0
2016-08-12 06:43:26.000  5  0      0   7246    943   3756    0    0     0     0 1170 83250 30 18 52  0  0
2016-08-12 06:43:27.000  4  0      0   7246    943   3756    0    0     0     0 1227 87448 33 20 47  0  0
