2016-09-30 15:53:00.000 procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
2016-09-30 15:53:00.000  r  b   swpd   free  inact active   si   so    bi    bo   in   cs us sy id wa st
2016-09-30 15:53:00.000  7  0      0   8015   1252   2683    0    0     0     1    0    0  1  0 99  0  0
2016-09-30 15:53:01.000  2  0      0   7956   1252   2743    0    0     0     0 1187 34603 29  6 65  0  0
2016-09-30 15:53:02.000  4  0      0   7893   1252   2804    0    0     0     0 1158 27218 24  5 71  0  0
2016-09-30 15:53:03.000  2  0      0   7848   1252   2849    0    0     0     0 1294 34464 33  6 61  0  0
2016-09-30 15:53:04.000 15  0      0   7758   1252   2940    0    0     0     0 1299 35465 49  6 45  0  0
2016-09-30 15:53:06.000 35  0      0   7717   1252   2981    0    0     0   324 1125 30999 78  5 16  0  0
2016-09-30 15:53:07.000 17  0      0   7641   1252   3055    0    0     0     0 1104 26750 92  6  2  0  0
2016-09-30 15:53:08.000 34  0      0   7494   1252   3200    0    0     0     0 1128 51101 84 11  5  0  0
2016-09-30 15:53:09.000 11  0      0   7269   1252   3427    0    0     0     0 1153 37421 88 10  2  0  0
2016-09-30 15:53:10.000 31  0      0   7081   1252   3614    0    0     0     0 1183 54818 81 14  5  0  0
2016-09-30 15:53:11.000 12  0      0   6927   1252   3768    0    0     0   144 1183 68140 75 16  9  0  0
2016-09-30 15:53:12.000 18  0      0   6731   1252   3963    0    0     0     0 1121 65286 75 16  9  0  0
2016-09-30 15:53:13.000 22  0      0   6733   1252   3961    0    0     0     0 1171 84426 68 20 12  0  0
2016-09-30 15:53:14.000 10  0      0   6664   1252   4030    0    0     0     0 1134 76713 73 19  8  0  0
2016-09-30 15:53:15.000 23  0      0   6758   1252   3937    0    0     0     0 1158 66470 79 15  6  0  0
2016-09-30 15:53:16.000 12  0      0   6707   1252   3986    0    0     0     0 1149 70996 80 14  6  0  0
2016-09-30 15:53:17.000 19  0      0   6660   1252   4034    0    0     0   148 1181 78468 77 18  5  0  0
2016-09-30 15:53:18.000 25  0      0   6676   1252   4017    0    0     0     0 1140 76435 76 17  7  0  0
2016-09-30 15:53:19.000 20  0      0   6623   1252   4069    0    0     0     0 1127 49881 84 13  3  0  0
2016-09-30 15:53:20.000 19  0      0   6561   1252   4131    0    0     0     0 1131 64597 79 15  6  0  0
2016-09-30 15:53:21.000 14  0      0   6598   1252   4094    0    0     0    68 1143 72163 73 17 10  0  0
2016-09-30 15:53:22.000 16  0      0   6621   1252   4072    0    0     0   104 1137 76076 63 18 19  0  0
2016-09-30 15:53:23.000 31  0      0   6618   1252   4075    0    0     0     0 1134 67831 71 17 12  0  0
2016-09-30 15:53:24.000 15  0      0   6510   1252   4182    0    0     0    16 1141 70871 69 17 14  0  0
2016-09-30 15:53:25.000 17  0      0   6649   1252   4042    0    0     0     0 1116 75621 68 17 15  0  0
2016-09-30 15:53:26.000 13  0      0   6619   1252   4072    0    0     0   264 1195 77038 64 18 18  0  0
2016-09-30 15:53:27.000 44  0      0   6645   1252   4047    0    0     0     0 1121 66888 67 16 17  0  0
2016-09-30 15:53:28.000 41  0      0   6600   1252   4092    0    0     0     0 1143 75643 64 18 18  0  0
2016-09-30 15:53:29.000 24  0      0   6591   1252   4100    0    0     0     0 1134 59860 81 14  5  0  0
2016-09-30 15:53:30.000 24  0      0   6557   1252   4134    0    0     0     0 1122 58208 77 14  9  0  0
2016-09-30 15:53:31.000 14  0      0   6578   1252   4114    0    0     0   228 1170 73052 71 17 12  0  0
2016-09-30 15:53:32.000 31  0      0   6531   1252   4160    0    0     0     0 1123 71796 65 17 18  0  0
2016-09-30 15:53:33.000 16  0      0   6528   1252   4163    0    0     0     0 1148 80690 67 17 16  0  0
2016-09-30 15:53:34.000 16  0      0   6517   1253   4174    0    0     0   252 1158 84070 59 19 22  0  0
2016-09-30 15:53:35.000 28  0      0   6635   1253   4055    0    0     0     0 1158 86997 58 20 23  0  0
2016-09-30 15:53:36.000 12  1      0   6618   1252   4072    0    0     0   216 1133 82043 57 20 23  0  0
2016-09-30 15:53:37.000 13  0      0   6635   1251   4055    0    0     0   128 1203 87680 53 20 27  0  0
2016-09-30 15:53:38.000 11  0      0   6611   1251   4080    0    0     0     0 1207 81307 65 18 17  0  0
2016-09-30 15:53:39.000 15  0      0   6629   1254   4060    0    0     0    12 1204 85345 58 20 22  0  0
2016-09-30 15:53:40.000 23  0      0   6584   1254   4106    0    0     0     0 1145 83834 56 20 24  0  0
2016-09-30 15:53:41.000 25  1      0   6623   1254   4064    0    0     0  2352 1202 67602 75 16 10  0  0
2016-09-30 15:53:42.000 24  0      0   6623   1254   4063    0    0     0   148 1174 73042 73 16 12  0  0
2016-09-30 15:53:43.000 51  0      0   6622   1254   4064    0    0     0     0 1147 71480 61 16 23  0  0
2016-09-30 15:53:44.000 18  0      0   6624   1254   4063    0    0     0     0 1144 84381 61 20 19  0  0
2016-09-30 15:53:45.000 10  0      0   6624   1254   4063    0    0     0     0 1160 84380 57 20 23  0  0
2016-09-30 15:53:46.000 13  1      0   6624   1254   4063    0    0     0   296 1172 89729 46 22 32  0  0
2016-09-30 15:53:47.000  7  0      0   6622   1254   4066    0    0     0     4 1157 89713 53 20 27  0  0
2016-09-30 15:53:48.000 12  0      0   6622   1255   4065    0    0     0     0 1141 91101 46 22 32  0  0
2016-09-30 15:53:49.000 12  0      0   6619   1255   4068    0    0     0     0 1162 88798 55 20 26  0  0
2016-09-30 15:53:50.000 19  0      0   6608   1255   4079    0    0     0     0 1127 89264 49 21 31  0  0
2016-09-30 15:53:51.000 21  0      0   6610   1255   4077    0    0     0     0 1206 84025 61 19 20  0  0
2016-09-30 15:53:52.000 13  0      0   6615   1255   4071    0    0     0   344 1219 94547 47 22 31  0  0
2016-09-30 15:53:53.000 16  0      0   6615   1255   4071    0    0     0     0 1167 96014 44 22 34  0  0
2016-09-30 15:53:54.000 13  0      0   6609   1256   4077    0    0     0     0 1173 86669 57 20 23  0  0
2016-09-30 15:53:55.000 12  0      0   6613   1256   4072    0    0     0     0 1159 90403 51 22 27  0  0
2016-09-30 15:53:56.000 18  0      0   6613   1256   4073    0    0     0     0 1140 82213 52 19 29  0  0
2016-09-30 15:53:57.000 20  0      0   6611   1256   4074    0    0     0   348 1246 90521 48 20 32  0  0
2016-09-30 15:53:58.000 13  0      0   6609   1256   4076    0    0     0     0 1124 88182 55 20 25  0  0
2016-09-30 15:53:59.000 11  0      0   6606   1256   4079    0    0     0     0 1137 90656 47 21 33  0  0
2016-09-30 15:54:00.000 15  0      0   6596   1256   4089    0    0     0     0 1127 82171 55 19 26  0  0
2016-09-30 15:54:01.000 17  0      0   6593   1257   4093    0    0     0     0 1158 94784 52 20 27  0  0
2016-09-30 15:54:02.000  8  0      0   6602   1257   4082    0    0     0   344 1192 91658 50 20 29  0  0
2016-09-30 15:54:03.000 16  0      0   6551   1257   4133    0    0     0     0 1186 85260 51 20 29  0  0
2016-09-30 15:54:04.000 15  0      0   6522   1257   4162    0    0     0     0 1145 83826 58 19 23  0  0
2016-09-30 15:54:05.000 18  0      0   6571   1257   4113    0    0     0     0 1189 88064 55 20 25  0  0
2016-09-30 15:54:06.000 13  0      0   6519   1258   4165    0    0     0     0 1150 87941 55 19 26  0  0
2016-09-30 15:54:07.000 22  0      0   6491   1258   4192    0    0     0   364 1231 84557 58 19 23  0  0
2016-09-30 15:54:08.000 22  0      0   6591   1258   4092    0    0     0     0 1153 90426 48 20 32  0  0
2016-09-30 15:54:09.000 27  0      0   6589   1258   4094    0    0     0   188 1204 91187 52 20 27  0  0
2016-09-30 15:54:10.000 10  0      0   6588   1258   4095    0    0     0     0 1105 92236 45 22 33  0  0
2016-09-30 15:54:11.000 12  0      0   6586   1258   4095    0    0     0     0 1173 95369 48 23 29  0  0
2016-09-30 15:54:12.000 14  0      0   6585   1259   4097    0    0     0   292 1096 96218 43 22 35  0  0
2016-09-30 15:54:13.000 10  0      0   6583   1259   4098    0    0     0     0 1193 95952 46 22 32  0  0
2016-09-30 15:54:14.000 10  0      0   6572   1268   4100    0    0     0    12 1104 90185 46 20 34  0  0
2016-09-30 15:54:15.000 10  0      0   6571   1268   4101    0    0     0     0 1170 95474 43 21 36  0  0
2016-09-30 15:54:16.000 12  0      0   6568   1268   4103    0    0     0     0 1127 95643 47 22 31  0  0
2016-09-30 15:54:17.000 23  0      0   6567   1269   4104    0    0     0  9080 1274 99959 46 23 31  0  0
2016-09-30 15:54:18.000 19  0      0   6528   1269   4143    0    0     0     0 1126 93787 47 22 31  0  0
2016-09-30 15:54:19.000 48  0      0   6466   1269   4205    0    0     0     0 1224 87576 57 20 23  0  0
2016-09-30 15:54:20.000 22  0      0   6510   1268   4161    0    0     0     0 1089 83371 58 18 24  0  0
2016-09-30 15:54:21.000 13  0      0   6534   1268   4138    0    0     0     0 1210 91341 56 20 25  0  0
2016-09-30 15:54:22.000 25  0      0   6414   1268   4258    0    0     0   384 1095 89998 53 20 27  0  0
2016-09-30 15:54:23.000 15  0      0   6367   1268   4305    0    0     0     0 1210 87078 59 19 22  0  0
2016-09-30 15:54:24.000  5  0      0   6559   1268   4112    0    0     0     0 1100 94342 46 21 32  0  0
2016-09-30 15:54:25.000 10  0      0   6558   1268   4113    0    0     0     0 1186 98535 45 23 32  0  0
2016-09-30 15:54:26.000 13  0      0   6557   1268   4114    0    0     0     0 1096 95992 45 21 34  0  0
2016-09-30 15:54:27.000 10  0      0   6556   1269   4115    0    0     0   336 1216 100429 47 22 32  0  0
2016-09-30 15:54:28.000  7  0      0   6555   1269   4116    0    0     0     0 1091 94508 43 23 34  0  0
2016-09-30 15:54:29.000  6  0      0   6553   1269   4117    0    0     0     0 1178 96062 46 23 31  0  0
2016-09-30 15:54:30.000 22  0      0   6552   1269   4118    0    0     0     0 1138 89531 54 19 27  0  0
2016-09-30 15:54:31.000 11  0      0   6551   1269   4119    0    0     0     0 1258 92700 46 20 34  0  0
2016-09-30 15:54:32.000 15  0      0   6550   1270   4120    0    0     0   328 1132 97973 46 22 31  0  0
2016-09-30 15:54:33.000  8  0      0   6549   1270   4120    0    0     0     0 1228 100486 46 21 33  0  0
2016-09-30 15:54:34.000 14  0      0   6548   1270   4121    0    0     0     0 1100 98527 44 23 33  0  0
2016-09-30 15:54:35.000 29  0      0   6547   1270   4122    0    0     0     0 1227 90295 49 19 32  0  0
2016-09-30 15:54:36.000 13  0      0   6547   1271   4123    0    0     0     0 1097 95273 50 22 29  0  0
2016-09-30 15:54:37.000 23  0      0   6545   1271   4124    0    0     0   420 1214 96577 45 20 35  0  0
2016-09-30 15:54:38.000 25  0      0   6410   1271   4259    0    0     0     0 1076 91874 51 21 28  0  0
2016-09-30 15:54:39.000 21  0      0   6540   1271   4126    0    0     0     0 1205 94676 53 20 27  0  0
2016-09-30 15:54:40.000 16  0      0   6540   1272   4127    0    0     0     0 1112 102100 46 23 31  0  0
2016-09-30 15:54:41.000 16  0      0   6540   1272   4127    0    0     0     0 1184 97599 43 21 36  0  0
