Ti00,<Length>:,RMQ0 ,RMQ1 ,RMQ2 ,RMQ3 ,RMQ4 ,RMQ5 ,RMQ6 ,RMQ7 ,RMQ8 ,RMQ9 ,<Event>:,RMQ0 ,RMQ1 ,RMQ2 ,RMQ3 ,RMQ4 ,RMQ5 ,RMQ6 ,RMQ7 ,RMQ8 ,RMQ9 ,<CPU>:,us,sy
29:47.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,14
29:47.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,14
29:47.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,14
29:48.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.1,,0,0,0,0,0,0,35,0,34,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.2,,0,83,0,85,82,15,86,0,0,84,,0,0,0,0,0,1,0,0,0,0,,13,12
29:48.3,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:48.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,12
29:49.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.1,,36,0,0,0,0,0,27,0,31,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.2,,3,0,33,34,34,34,14,46,23,47,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.3,,0,0,0,0,44,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,,25,12
29:49.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:49.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25,12
29:50.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.1,,34,0,0,0,0,0,0,0,0,13,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.2,,22,60,82,82,62,19,40,82,82,33,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.3,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,16,12
29:50.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,12
29:50.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,12
29:51.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:51.1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:51.2,,90,88,85,82,79,0,95,94,93,77,,0,0,0,0,0,0,1,0,0,0,,19,12
29:51.3,,0,0,0,0,0,0,0,0,0,2,,1,0,0,0,0,0,3,0,1,0,,19,12
29:51.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:51.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:51.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:51.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:51.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:51.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19,12
29:52.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,15
29:52.1,,33,11,43,0,0,0,16,22,27,0,,0,0,0,0,0,0,0,0,0,0,,23,15
29:52.2,,61,87,51,100,101,99,81,70,69,100,,0,0,0,0,5,0,0,0,0,10,,23,15
29:52.3,,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,3,0,1,1,0,0,,23,15
29:52.4,,15,28,29,29,29,29,29,28,28,28,,0,0,0,0,0,0,0,0,0,0,,23,15
29:52.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,15
29:52.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,15
29:52.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,15
29:52.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,15
29:52.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,15
29:53.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:53.1,,46,0,69,56,0,0,0,0,0,55,,0,0,0,0,0,0,0,0,0,0,,15,11
29:53.2,,0,0,22,28,0,0,0,101,72,5,,0,0,0,0,0,0,0,21,1,0,,15,11
29:53.3,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,4,3,0,,15,11
29:53.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:53.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:53.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:53.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:53.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:53.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:54.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:54.1,,0,0,6,0,4,0,3,0,8,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:54.2,,90,46,90,101,89,46,89,101,90,101,,0,0,0,0,0,0,0,0,0,2,,38,13
29:54.3,,0,0,0,0,0,0,0,0,0,101,,0,0,0,0,0,0,0,0,0,1,,38,13
29:54.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:54.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:54.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:54.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:54.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:54.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38,13
29:55.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,15
29:55.1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,15
29:55.2,,91,91,91,91,72,72,90,90,90,91,,0,0,0,0,1,0,0,0,0,0,,18,15
29:55.3,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,,18,15
29:55.4,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,0,,18,15
29:55.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,15
29:55.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,15
29:55.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,15
29:55.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,15
29:55.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,15
29:56.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,12
29:56.1,,44,0,0,0,0,0,51,56,54,52,,0,0,0,0,0,0,0,0,0,0,,15,12
29:56.2,,38,43,50,101,50,42,1,0,25,0,,0,0,0,17,0,0,0,0,0,0,,15,12
29:56.3,,14,13,13,0,13,13,13,13,13,101,,0,0,0,8,0,1,0,0,0,3,,15,12
29:56.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,12
29:56.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,12
29:56.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,12
29:56.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,12
29:56.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,12
29:56.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,12
29:57.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:57.1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:57.2,,50,65,95,86,96,78,96,80,101,98,,0,0,0,0,17,0,4,0,0,0,,20,13
29:57.3,,0,0,0,0,0,101,0,0,0,101,,0,0,0,0,4,0,3,0,3,2,,20,13
29:57.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:57.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:57.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:57.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:57.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:57.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,13
29:58.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,15
29:58.1,,67,56,0,0,0,0,0,0,41,47,,0,0,0,0,0,0,0,0,0,0,,22,15
29:58.2,,35,42,63,87,62,85,100,78,58,42,,0,0,0,0,0,0,13,5,0,0,,22,15
29:58.3,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,22,15
29:58.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,15
29:58.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,15
29:58.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,15
29:58.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,15
29:58.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,15
29:58.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,15
29:59.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:59.1,,0,61,0,38,0,44,51,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:59.2,,90,32,90,66,91,57,20,101,90,100,,0,0,0,0,0,0,0,4,16,0,,15,11
29:59.3,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,1,0,1,,15,11
29:59.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:59.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:59.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:59.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:59.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
29:59.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,11
30:00.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,13
30:00.1,,95,92,87,0,100,101,101,101,101,99,,0,0,0,0,0,0,0,0,0,0,,27,13
30:00.2,,0,0,0,1,0,0,0,0,101,0,,0,0,0,0,0,0,1,1,13,0,,27,13
30:00.3,,0,0,0,0,0,61,0,0,0,61,,0,0,0,0,1,0,1,0,2,1,,27,13
30:00.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,13
30:00.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,13
30:00.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,13
30:00.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,13
30:00.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,13
30:00.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,13
30:01.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:01.1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:01.2,,101,64,8,66,101,67,88,25,88,67,,1,0,0,0,0,1,0,0,0,0,,24,27
30:01.3,,0,87,87,0,0,88,0,0,0,0,,3,0,0,0,0,1,2,0,0,0,,24,27
30:01.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:01.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:01.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:01.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:01.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:01.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,24,27
30:02.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,25
30:02.1,,0,0,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,25
30:02.2,,54,101,0,36,83,36,54,0,54,84,,0,1,0,0,0,0,1,0,0,0,,46,25
30:02.3,,0,0,0,99,0,0,58,32,91,0,,0,2,0,0,0,0,0,0,0,1,,46,25
30:02.4,,63,53,53,92,53,73,6,43,6,64,,0,0,0,5,0,0,0,0,0,0,,46,25
30:02.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,25
30:02.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,25
30:02.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,25
30:02.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,25
30:02.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,25
30:03.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,15
30:03.1,,0,96,94,91,89,0,83,74,87,98,,0,0,0,0,0,0,0,0,0,0,,15,15
30:03.2,,101,0,2,0,1,0,20,39,11,0,,33,0,0,0,0,1,0,0,0,0,,15,15
30:03.3,,95,0,0,95,0,95,0,96,95,95,,0,0,0,0,0,0,2,2,0,0,,15,15
30:03.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,15
30:03.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,15
30:03.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,15
30:03.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,15
30:03.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,15
30:03.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,15
30:04.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,19
30:04.1,,46,50,67,66,74,0,90,0,46,0,,0,0,0,0,0,0,0,0,0,0,,17,19
30:04.2,,67,31,17,15,1,81,0,80,0,101,,0,0,0,0,0,0,0,0,0,8,,17,19
30:04.3,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,17,19
30:04.4,,60,16,38,52,38,51,38,51,61,51,,0,0,0,0,0,0,0,0,0,0,,17,19
30:04.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,19
30:04.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,19
30:04.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,19
30:04.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,19
30:04.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,19
30:05.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,18
30:05.1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,18
30:05.2,,27,27,33,27,36,0,0,0,30,37,,0,0,0,0,0,0,0,0,0,0,,22,18
30:05.3,,101,101,101,101,101,0,101,101,101,101,,1,1,1,0,0,0,0,0,0,2,,22,18
30:05.4,,101,100,43,2,5,96,6,4,101,41,,0,6,0,0,0,1,0,0,10,0,,22,18
30:05.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,,22,18
30:05.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,18
30:05.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,18
30:05.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,18
30:05.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,18
30:06.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,19
30:06.1,,0,0,0,0,0,0,101,0,35,12,,0,0,0,0,0,0,0,0,0,0,,26,19
30:06.2,,68,101,67,47,67,16,40,17,0,0,,5,2,0,0,0,2,0,0,0,0,,26,19
30:06.3,,0,0,0,45,0,0,0,0,0,0,,1,2,0,0,0,0,0,0,0,0,,26,19
30:06.4,,89,89,89,89,90,57,101,81,89,56,,0,0,0,0,1,1,1,0,0,0,,26,19
30:06.5,,0,0,0,101,22,0,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,,26,19
30:06.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,19
30:06.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,19
30:06.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,19
30:06.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,19
30:07.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,17
30:07.1,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,22,17
30:07.2,,101,24,24,1,1,1,1,24,1,14,,20,1,0,0,0,0,0,0,0,0,,22,17
30:07.3,,0,0,0,0,101,0,0,0,0,0,,7,1,1,0,0,0,0,0,0,0,,22,17
30:07.4,,6,0,0,28,101,27,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,,22,17
30:07.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,22,17
30:07.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,17
30:07.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,17
30:07.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,17
30:07.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,17
30:08.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.1,,0,0,0,0,73,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.2,,8,0,11,33,0,40,0,34,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.3,,0,0,0,0,0,67,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,,14,14
30:08.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:08.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,14
30:09.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,14
30:09.1,,98,93,0,85,87,85,84,82,88,101,,0,0,0,0,0,0,0,0,0,0,,16,14
30:09.2,,2,0,1,12,12,0,11,28,1,101,,0,0,0,0,0,0,0,0,0,31,,16,14
30:09.3,,0,0,0,0,100,0,0,100,100,0,,0,0,0,0,0,0,0,0,0,8,,16,14
30:09.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,14
30:09.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,14
30:09.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,14
30:09.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,14
30:09.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,14
30:09.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,14
30:10.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:10.1,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:10.2,,24,27,49,45,58,57,44,49,34,56,,0,0,0,0,1,0,0,0,0,0,,15,13
30:10.3,,0,0,58,93,0,0,44,0,0,76,,1,0,0,0,0,0,2,0,0,0,,15,13
30:10.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:10.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:10.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:10.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:10.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:10.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,13
30:11.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,17
30:11.1,,0,0,0,47,0,0,51,0,0,40,,0,0,0,0,0,0,0,0,0,0,,18,17
30:11.2,,55,101,54,4,54,76,0,75,55,13,,0,8,0,0,0,1,0,0,0,0,,18,17
30:11.3,,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,2,1,0,0,0,0,,18,17
30:11.4,,61,60,60,61,84,85,83,83,84,84,,0,0,0,0,0,0,0,0,0,0,,18,17
30:11.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,17
30:11.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,17
30:11.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,17
30:11.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,17
30:11.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,17
30:12.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:12.1,,64,37,56,52,0,38,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:12.2,,64,37,0,0,0,0,45,0,0,10,,0,1,0,0,0,0,4,1,0,0,,18,20
30:12.3,,44,89,74,34,0,45,60,0,53,101,,1,2,0,0,0,0,0,0,0,3,,18,20
30:12.4,,37,69,36,30,9,31,37,81,36,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:12.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:12.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:12.7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:12.8,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:12.9,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18,20
30:13.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,16
30:13.1,,0,0,0,0,0,0,0,0,0,84,,0,0,0,0,0,0,0,0,0,0,,17,16
30:13.2,,48,0,36,6,9,101,10,0,51,1,,0,0,0,0,0,18,0,0,0,0,,17,16
30:13.3,,0,101,88,0,33,23,8,0,63,63,,0,2,0,0,0,1,0,0,0,1,,17,16
30:13.4,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,16
30:13.5,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,16
30:13.6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17,16
